date,symbol,open,high,low,close,volume,turnover,trades,source,source_priority,source_timestamp,raw_payload_hash,validation_status,validation_warnings,source_open,source_high,source_low,source_close,source_ohlc_invalid,ohlc_repaired,ohlc_invalid
2026-08-07,ABAN.N0000,1099.0,1099.0,1071.0,1094.25,136.0,148826.75,11.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,1099.0,1099.0,1071.0,1094.25,False,False,False
2026-08-07,AFSL.N0000,95.0,95.0,94.9,94.9,131.0,12435.0,4.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,95.0,95.0,94.9,94.9,False,False,False
2026-08-07,AEL.N0000,75.0,76.5,75.0,76.2,14536.0,1101773.3,61.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,75.0,76.5,75.0,76.2,False,False,False
2026-08-07,ACL.N0000,95.0,96.0,95.0,95.8,285552.0,27350886.9,93.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,95.0,96.0,95.0,95.8,False,False,False
2026-08-07,APLA.N0000,148.0,148.75,146.0,148.0,8696.0,1279048.25,53.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,148.0,148.75,146.0,148.0,False,False,False
2026-08-07,ACME.N0000,4.3,4.7,4.2,4.6,2656965.0,11906429.4,298.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,4.3,4.7,4.2,4.6,False,False,False
2026-08-07,AGAL.N0000,50.0,50.0,49.7,49.8,195.0,9720.0,4.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,50.0,50.0,49.7,49.8,False,False,False
2026-08-07,AGST.N0000,11.9,12.0,11.7,11.7,71131.0,835459.1,29.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,11.9,12.0,11.7,11.7,False,False,False
2026-08-07,AGST.X0000,10.3,11.5,10.3,11.4,127.0,1440.5,6.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,10.3,11.5,10.3,11.4,False,False,False
2026-08-07,AHUN.N0000,89.0,89.0,87.5,87.5,125202.0,11020578.0,65.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,89.0,89.0,87.5,87.5,False,False,False
2026-08-07,SPEN.N0000,140.0,142.0,139.75,141.5,8798.0,1235532.25,35.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,140.0,142.0,139.75,141.5,False,False,False
2026-08-07,ALLI.N0000,303.5,305.0,303.0,303.0,2658.0,806491.5,26.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,303.5,305.0,303.0,303.0,False,False,False
2026-08-07,AFS.N0000,28.0,29.5,27.7,28.0,47595.0,1333189.7,43.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,28.0,29.5,27.7,28.0,False,False,False
2026-08-07,ALUM.N0000,16.2,16.3,16.0,16.2,172590.0,2778140.2,81.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,16.2,16.3,16.0,16.2,False,False,False
2026-08-07,ABL.N0000,26.6,26.6,26.2,26.3,13947.0,367555.7,42.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,26.6,26.6,26.2,26.3,False,False,False
2026-08-07,ATL.N0000,19.8,20.9,19.8,20.5,2026.0,40833.4,4.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,19.8,20.9,19.8,20.5,False,False,False
2026-08-07,ATLL.N0000,22.3,22.5,22.3,22.3,1030.0,22980.6,4.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,22.3,22.5,22.3,22.3,False,False,False
2026-08-07,TAP.N0000,30.6,31.0,30.2,30.5,22611.0,690276.1,22.0,cse_trade_summary_current,10,2026-08-07,b4fd0d0ecfd94ecc93c459123041db7aa1d565fb3ee80a7b4f8dae55746ed2ca,accepted,,30.6,31.0,30.2,30.5,False,False,False
