date,symbol,open,high,low,close,volume,turnover,trades,source,source_priority,source_timestamp,raw_payload_hash,validation_status,validation_warnings,source_open,source_high,source_low,source_close,source_ohlc_invalid,ohlc_repaired,ohlc_invalid
2026-06-29,ABAN.N0000,1172.5,1190.0,1140.75,1172.25,37.0,42677.5,9.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,1172.5,1190.0,1140.75,1172.25,False,False,False
2026-06-29,AFSL.N0000,95.1,95.6,95.1,95.6,277.0,26480.7,2.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,95.1,95.6,95.1,95.6,False,False,False
2026-06-29,AEL.N0000,77.5,78.2,77.1,77.2,109647.0,8481648.4,139.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,77.5,78.2,77.1,77.2,False,False,False
2026-06-29,ACL.N0000,101.0,101.0,100.0,100.25,443585.0,44688033.0,107.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,101.0,101.0,100.0,100.25,False,False,False
2026-06-29,APLA.N0000,156.25,156.25,153.0,153.0,2441.0,374054.5,37.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,156.25,156.25,153.0,153.0,False,False,False
2026-06-29,ACME.N0000,5.3,5.4,5.2,5.3,64654.0,339957.0,64.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,5.3,5.4,5.2,5.3,False,False,False
2026-06-29,AGAL.N0000,53.6,54.5,53.6,53.6,5346.0,286813.4,20.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,53.6,54.5,53.6,53.6,False,False,False
2026-06-29,AGST.N0000,12.4,12.4,12.0,12.3,24811.0,304143.3,23.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,12.4,12.4,12.0,12.3,False,False,False
2026-06-29,AGST.X0000,12.4,12.6,12.4,12.5,5346.0,67013.3,24.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,12.4,12.6,12.4,12.5,False,False,False
2026-06-29,AHUN.N0000,95.3,95.3,93.9,94.2,9319.0,875898.8,32.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,95.3,95.3,93.9,94.2,False,False,False
2026-06-29,SPEN.N0000,159.0,159.0,156.0,156.25,8417.0,1317615.5,43.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,159.0,159.0,156.0,156.25,False,False,False
2026-06-29,ALLI.N0000,336.0,338.0,330.0,331.5,11716.0,3888955.25,114.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,336.0,338.0,330.0,331.5,False,False,False
2026-06-29,AFS.N0000,31.4,31.4,30.0,31.0,31699.0,969189.4,26.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,31.4,31.4,30.0,31.0,False,False,False
2026-06-29,ALUM.N0000,18.1,18.4,17.9,17.9,187596.0,3384576.0,134.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,18.1,18.4,17.9,17.9,False,False,False
2026-06-29,ABL.N0000,26.7,26.8,26.5,26.6,256845.0,6836684.5,50.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,26.7,26.8,26.5,26.6,False,False,False
2026-06-29,ATL.N0000,21.8,21.9,21.6,21.6,3704.0,80229.0,13.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,21.8,21.9,21.6,21.6,False,False,False
2026-06-29,ATLL.N0000,24.0,24.7,24.0,24.4,120.0,2915.0,4.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,24.0,24.7,24.0,24.4,False,False,False
2026-06-29,TAP.N0000,32.6,33.0,32.5,32.8,418603.0,13806562.2,32.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,32.6,33.0,32.5,32.8,False,False,False
2026-06-29,GREG.N0000,40.8,40.8,38.8,39.8,4331.0,172017.5,17.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,40.8,40.8,38.8,39.8,False,False,False
2026-06-29,AINS.N0000,29.9,29.9,29.0,29.0,282.0,8196.0,7.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,29.9,29.9,29.0,29.0,False,False,False
2026-06-29,AAF.N0000,59.9,60.0,59.0,59.5,171781.0,10216894.8,42.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,59.9,60.0,59.0,59.5,False,False,False
2026-06-29,ASIY.N0000,14.0,14.1,13.8,13.9,1350000.0,18886786.2,94.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,14.0,14.1,13.8,13.9,False,False,False
2026-06-29,AHPL.N0000,52.5,53.5,51.0,51.9,23279.0,1204617.5,50.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,52.5,53.5,51.0,51.9,False,False,False
2026-06-29,AMSL.N0000,17.3,17.5,16.8,17.1,916542.0,15684152.9,142.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,17.3,17.5,16.8,17.1,False,False,False
2026-06-29,ASIR.N0000,38.5,38.5,36.8,37.2,30905.0,1162857.4,25.0,cse_trade_summary_current,10,2026-06-29,cbf874c404ec2a53b06822612a985011d6848e2cb634f079cfddc824fb48bd21,accepted,,38.5,38.5,36.8,37.2,False,False,False
