Crossings - January to December 2014,,,,,,
QUARTER,TRADE DATE,COMPANY NAME,SECURITY ID,PRICE,QUANTITY,TURNOVER
2014-1,1/2/2014,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,118,3654579,431240322
2014-1,1/6/2014,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,120,467978,56157360
2014-1,1/6/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,229,100000,22900000
2014-1,1/6/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,229,114000,26106000
2014-1,1/7/2014,HATTON NATIONAL BANK PLC,HNB.N0000,150,1000000,150000000
2014-1,1/7/2014,HATTON NATIONAL BANK PLC,HNB.N0000,150,520773,78115950
2014-1,1/7/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,227.5,107550,24467625
2014-1,1/8/2014,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,125,508372,63546500
2014-1,1/8/2014,HATTON NATIONAL BANK PLC,HNB.N0000,151,359000,54209000
2014-1,1/8/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,230,100000,23000000
2014-1,1/9/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,273.5,722932,197721902
2014-1,1/9/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,273.5,387785,106059197.5
2014-1,1/9/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,273.5,320590,87681365
2014-1,1/9/2014,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,125,200000,25000000
2014-1,1/9/2014,DFCC BANK PLC,DFCC.N0000,142,525960,74686320
2014-1,1/9/2014,HATTON NATIONAL BANK PLC,HNB.N0000,150.5,333000,50116500
2014-1,1/9/2014,HATTON NATIONAL BANK PLC,HNB.N0000,151,200000,30200000
2014-1,1/9/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,235,100000,23500000
2014-1,1/9/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,232,142241,32999912
2014-1,1/9/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,232,339407,78742424
2014-1,1/10/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,273.8,597433,163577155.4
2014-1,1/10/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,273.8,602567,164982844.6
2014-1,1/10/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,273.8,600000,164280000
2014-1,1/10/2014,DFCC BANK PLC,DFCC.N0000,150,184800,27720000
2014-1,1/10/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,232,210003,48720696
2014-1,1/10/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,232,226510,52550320
2014-1,1/10/2014,LAUGFS GAS PLC,LGL.N0000,30.6,945000,28917000
2014-1,1/10/2014,RICHARD PIERIS AND COMPANY PLC,RICH.N0000,6.5,7576900,49249850
2014-1,1/13/2014,ACCESS ENGINEERING PLC,AEL.N0000,21.8,1000000,21800000
2014-1,1/13/2014,HATTON NATIONAL BANK PLC,HNB.N0000,152,194914,29626928
2014-1,1/13/2014,HATTON NATIONAL BANK PLC,HNB.N0000,152,256400,38972800
2014-1,1/13/2014,HATTON NATIONAL BANK PLC,HNB.N0000,152,330000,50160000
2014-1,1/13/2014,HATTON NATIONAL BANK PLC,HNB.N0000,152,1500000,228000000
2014-1,1/13/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,230.5,250000,57625000
2014-1,1/13/2014,KELANI TYRES PLC,TYRE.N0000,54.5,500000,27250000
2014-1,1/13/2014,LANKA IOC PLC,LIOC.N0000,37,1000000,37000000
2014-1,1/13/2014,PANASIAN POWER PLC,PAP.N0000,2.4,36200000,86880000
2014-1,1/13/2014,PANASIAN POWER PLC,PAP.N0000,2.4,10300000,24720000
2014-1,1/16/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,278,428847,119219466
2014-1,1/16/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,278,471153,130980534
2014-1,1/16/2014,HATTON NATIONAL BANK PLC,HNB.N0000,155.1,154000,23885400
2014-1,1/16/2014,HATTON NATIONAL BANK PLC,HNB.N0000,154,803000,123662000
2014-1,1/16/2014,HATTON NATIONAL BANK PLC,HNB.N0000,155,155000,24025000
2014-1,1/16/2014,HATTON NATIONAL BANK PLC,HNB.N0000,154,1100000,169400000
2014-1,1/16/2014,HATTON NATIONAL BANK PLC,HNB.N0000,154,700000,107800000
2014-1,1/16/2014,HATTON NATIONAL BANK PLC,HNB.N0000,154,360000,55440000
2014-1,1/17/2014,COMMERCIAL BANK OF CEYLON PLC,COMB.N0000,127,500000,63500000
2014-1,1/17/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,238,105000,24990000
2014-1,1/17/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,238,3141213,747608694
2014-1,1/17/2014,JOHN KEELLS HOLDINGS PLC,JKH.N0000,238,95000,22610000
2014-1,1/17/2014,LOLC FINANCE PLC,LOFC.N0000,3.2,25000000,80000000
2014-1,1/20/2014,CHEVRON LUBRICANTS  LANKA  PLC,LLUB.N0000,278,211553,58811734
