LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2007,,,,,
SECURITY ID,NAME,ISSUED QUANTITY,SECURITY ID,COMPANY NAME,ISIN CODE
AAIC-N-0000,ASIAN ALLIANCE INSURANCE PLC,25000000,AAIC-N-0000,ASIAN ALLIANCE INSURANCE PLC,LK0314N00001
ABAN-N-0000,ABANS ELECTRICALS LIMITED,2129400,AAIC-R-0000,ASIAN ALLIANCE INSURANCE PLC,LK0314R00002
ACAP-N-0000,ASIA CAPITAL LTD,110000000,ABAN-B-0000,ABANS ELECTRICALS LIMITED,LK0001B00009
ACEP-D-0049,ACE POWER GENERATION MATARA PLC,265000,ABAN-N-0000,ABANS ELECTRICALS LIMITED,LK0001N00004
ACEP-D-0050,ACE POWER GENERATION MATARA PLC,450000,ABAN-R-0000,ABANS ELECTRICALS LIMITED,LK0001R00005
ACEP-D-0051,ACE POWER GENERATION MATARA PLC,535000,ACAP-B-0000,ASIA CAPITAL LTD,LK0224B00007
ACEP-D-0052,ACE POWER GENERATION MATARA PLC,540000,ACAP-N-0000,ASIA CAPITAL LTD,LK0224N00002
ACL-N-0000,ACL CABLES LIMITED,29946840,ACEP-D-0049,ACE POWER GENERATION MATARA PLC,LK0322D00492
ACME-N-0000,ACME PRINTING & PACKAGING LTD,13416480,ACEP-D-0050,ACE POWER GENERATION MATARA PLC,LK0322D00500
AEC-N-0000,ASSOCIATED ELECTRICAL CORPORATION PLC,2896128,ACEP-D-0051,ACE POWER GENERATION MATARA PLC,LK0322D00518
AGAL-N-0000,AGALAWATTE  PLANTATIONS  LIMITED,25000000,ACEP-D-0052,ACE POWER GENERATION MATARA PLC,LK0322D00526
AHCL-N-0000,ASSOCIATED  HOTELS  CO. LTD,17849034,ACEP-N-0000,ACE POWER GENERATION MATARA PLC,LK0322N00004
AHPL-N-0000,ASIAN HOTELS AND PROPERTIES PLC,221387650,ACL -B-0000,ACL CABLES LIMITED,LK0011B00008
AHUN-N-0000,AITKEN SPENCE HOTEL HOLDINGS PLC,38433144,ACL -N-0000,ACL CABLES LIMITED,LK0011N00003
ALLI-N-0000,ALLIANCE FINANCE COMPANY LIMITED,1620000,ACME-N-0000,ACME PRINTING & PACKAGING LTD,LK0002N00002
ALUF-N-0000,ALUFAB LIMITED,4019400,ACME-R-0000,ACME PRINTING & PACKAGING LTD,LK0002R00003
AMSL-N-0000,ASIRI SURGICAL HOSPITAL  LIMITED,469739990,AEC -B-0000,ASSOCIATED ELECTRICAL CORPORATION PLC,LK0012B00006
AMW-N-0000,ASSOCIATED MOTORWAYS PLC,55647600,AEC -N-0000,ASSOCIATED ELECTRICAL CORPORATION PLC,LK0012N00001
APDL-N-0000,ASSOCIATED PROPERTY DEVELOPMENT PLC,3158314,AGAL-N-0000,AGALAWATTE  PLANTATIONS  LIMITED,LK0248N00001
APLA-N-0000,ACL PLASTICS LTD,4212500,AHCL-B-0000,ASSOCIATED  HOTELS  CO. LTD,LK0289B00000
ARPI-N-0000,ARPICO FINANCE COMPANY LIMITED,1575000,AHCL-N-0000,ASSOCIATED  HOTELS  CO. LTD,LK0289N00005
ASCO-N-0000,ASIAN COTTON MILLS LIMITED,7985505,AHCL-R-0000,ASSOCIATED  HOTELS  CO. LTD,LK0289R00006
ASHA-N-0000,ASHA CENTRAL HOSPITALS PLC,22333957,AHPL-N-0000,ASIAN HOTELS AND PROPERTIES PLC,LK0341N00004
ASHO-N-0000,LANKA ASHOK LEYLAND LIMITED,3620843,AHUN-B-0000,AITKEN SPENCE HOTEL HOLDINGS PLC,LK0003B00005
ASIR-N-0000,ASIRI HOSPITALS LIMITED,71141043,AHUN-N-0000,AITKEN SPENCE HOTEL HOLDINGS PLC,LK0003N00000
ASPH-N-0000,INDUSTRIAL ASPHALTS (CEYLON) LIMITED,666562,AHUN-R-0000,AITKEN SPENCE HOTEL HOLDINGS PLC,LK0003R00001
ATL-N-0000,AMANA TAKAFUL PLC,50000036,ALLI-B-0000,ALLIANCE FINANCE COMPANY LIMITED,LK0005B00000
AUTO-N-0000,THE AUTODROME PLC,1200000,ALLI-N-0000,ALLIANCE FINANCE COMPANY LIMITED,LK0005N00005
BALA-N-0000,BALANGODA  PLANTATIONS  LTD,23636363,ALUF-N-0000,ALUFAB LIMITED,LK0006N00003
BBH-N-0000,BROWNS BEACH HOTELS PLC,9600000,ALUF-R-0000,ALUFAB LIMITED,LK0006R00004
BFL-N-0000,BAIRAHA FARMS LTD,16000000,AMSL-B-0000,ASIRI SURGICAL HOSPITAL  LIMITED,LK0344B00003
BHR-N-0000,RIVERINA HOTELS LIMITED.,14181699,AMSL-N-0000,ASIRI SURGICAL HOSPITAL  LIMITED,LK0344N00008
