LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2012,,,,,
SECURITY ID,NAME,ISSUED QUANTITY,SECURITY ID,COMPANY NAME,ISIN CODE
CARE-N-0000,PRINTCARE PLC,85966670,ASPH-B-0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,LK0089B00004
CARG-N-0000,CARGILLS (CEYLON) PLC,224000000,ASPH-N-0000,INDUSTRIAL ASPHALTS (CEYLON) PLC,LK0089N00009
CARS-N-0000,CARSON CUMBERBATCH PLC,196386914,ATL -N-0000,AMANA TAKAFUL PLC,LK0354N00007
CCS-N-0000,CEYLON COLD STORES PLC,95040000,ATL -R-0000,AMANA TAKAFUL PLC,LK0354R00008
CDB-N-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE,46299223,AUTO-B-0000,THE AUTODROME PLC,LK0015B00009
CDB-X-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE,8005984,AUTO-N-0000,THE AUTODROME PLC,LK0015N00004
CDIC-N-0000,N D B CAPITAL HOLDINGS PLC,43855007,AUTO-R-0000,THE AUTODROME PLC,LK0015R00005
CERA-N-0000,LANKA CERAMIC PLC,30000000,BALA-N-0000,BALANGODA  PLANTATIONS  PLC,LK0286N00001
CFI-N-0000,COLOMBO FORT INVESTMENTS PLC,6500000,BBH -N-0000,BROWNS BEACH HOTELS PLC,LK0204N00004
CFIN-N-0000,CENTRAL FINANCE COMPANY PLC,104883333,BBH -R-0000,BROWNS BEACH HOTELS PLC,LK0204R00005
CFL-N-0000,CHILAW FINANCE PLC,28083948,BERU-N-0000,BERUWALA RESORTS PLC,LK0416N00004
CFLB-N-0000,THE COLOMBO FORT LAND AND BUILDING PLC,180000000,BFL -N-0000,BAIRAHA FARMS PLC,LK0229N00001
CFT-N-0000,CEYLON AND FOREIGN TRADES PLC,140196000,BFN-D-0151,BARTLEET FINANCE PLC,LK0391D16015
CFVF-N-0000,FIRST CAPITAL HOLDINGS PLC,101250000,BIL -N-0000,BROWNS INVESTMENTS PLC,LK0390N00001
CHL-N-0000,CEYLON HOSPITALS PLC,25527272,BINN-N-0000,BERUWELA WALK INN PLC,LK0129N00003
CHL-X-0000,CEYLON HOSPITALS PLC,8345454,BLI -N-0000,BIMPUTH FINANCE PLC,LK0383N00006
CHMX-D-0001,CHEMANEX PLC,375000,BLI -R-0000,BIMPUTH FINANCE PLC,LK0383R00007
CHMX-N-0000,CHEMANEX PLC,15750000,BLUE-B-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193B00004
CHOT-N-0000,CEYLON HOTELS CORPORATION PLC,171825201,BLUE-N-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193N00009
CHOU-N-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,13379850,BLUE-R-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193R00000
CIC-N-0000,C I C HOLDINGS PLC,72900000,BLUE-R-0001,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193R00018
CIC-X-0000,C I C HOLDINGS PLC,21870000,BLUE-X-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193X00008
CIFL-N-0000,CENTRAL INVESTMENTS AND FINANCE PLC,83426733,BOC-D-0138,BANK OF CEYLON,LK0357D11678
CIND-D-0003,CENTRAL INDUSTRIES PLC,364981,BOC-D-0139,BANK OF CEYLON,LK0357D11686
CIND-N-0000,CENTRAL INDUSTRIES PLC,9884214,BOC-D-0140,BANK OF CEYLON,LK0357D11694
CINS-N-0000,CEYLINCO INSURANCE PLC,20000000,BOC-D-0146,BANK OF CEYLON,LK0357D14342
CINS-X-0000,CEYLINCO INSURANCE PLC,6414480,BOC-D-0147,BANK OF CEYLON,LK0357D14359
CINV-N-0000,CEYLON INVESTMENT PLC,98514874,BOC-D-0160,BANK OF CEYLON,LK0357D16842
CIT-N-0000,COLOMBO INVESTMENT TRUST PLC,6500000,BOC-D-0161,BANK OF CEYLON,LK0357D16859
CITH-N-0000,HIKKADUWA BEACH RESORT LIMITED,57573897,BOC-D-0162,BANK OF CEYLON,LK0357D16867
CITK-N-0000,KALPITIYA BEACH RESORT PLC,161200010,BOC-D-0173,BANK OF CEYLON,LK0357D18525
CITW-N-0000,WASKADUWA BEACH RESORT PLC,155600010,BOC-D-0174,BANK OF CEYLON,LK0357D18517
CLC-N-0000,COMMERCIAL LEASING & FINANCE PLC,6377711170,BOC-D-0175,BANK OF CEYLON,LK0357D18533
CLND-N-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,199881008,BOGA-N-0000,BOGALA GRAPHITE LANKA PLC,LK0194N00007
CLPL-N-0000,CEYLON LEATHER PRODUCTS PLC,34233774,BOPL-B-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243B00007
CLPL-W-0013,CEYLON LEATHER PRODUCTS PLC,25000000,BOPL-N-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243N00002
CLPL-W-0014,CEYLON LEATHER PRODUCTS PLC,25000000,BOPL-R-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243R00003
COCO-N-0000,RENUKA SHAW WALLACE PLC,44885900,BREW-B-0000,CEYLON BEVERAGE HOLDINGS PLC,LK0026B00006
COCO-X-0000,RENUKA SHAW WALLACE PLC,2386673,BREW-N-0000,CEYLON BEVERAGE HOLDINGS PLC,LK0026N00001
COCR-N-0000,COMMERCIAL CREDIT AND FINANCE PLC,218074365,BREW-R-0000,CEYLON BEVERAGE HOLDINGS PLC,LK0026R00002
COLO-N-0000,COLONIAL MOTORS PLC,9124318,BRWN-B-0000,BROWN & COMPANY PLC,LK0018B00003
COLO-R-0000,COLONIAL MOTORS PLC,1520719,BRWN-N-0000,BROWN & COMPANY PLC,LK0018N00008
COMB-D-0016,COMMERCIAL BANK OF CEYLON PLC,250000,BUKI-B-0000,BUKIT DARAH PLC,LK0019B00001
COMB-D-0018,COMMERCIAL BANK OF CEYLON PLC,250000,BUKI-N-0000,BUKIT DARAH PLC,LK0019N00006
COMB-D-0062,COMMERCIAL BANK OF CEYLON PLC,115890,CABO-B-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021B00007
COMB-D-0063,COMMERCIAL BANK OF CEYLON PLC,2128520,CABO-N-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021N00002
COMB-N-0000,COMMERCIAL BANK OF CEYLON PLC,780014232,CABO-R-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021R00003
COMB-P-0004,COMMERCIAL BANK OF CEYLON PLC,90655500,CALF-N-0000,CAPITAL ALLIANCE FINANCE LIMITED,LK0397N00006
COMB-P-0005,COMMERCIAL BANK OF CEYLON PLC,100000000,CALF-R-0000,CAPITAL ALLIANCE FINANCE LIMITED,LK0397R00007
COMB-X-0000,COMMERCIAL BANK OF CEYLON PLC,53473748,CARE-B-0000,PRINTCARE PLC,LK0241B00001
COMD-N-0000,COMMERCIAL DEVELOPMENT COMPANY PLC,12000000,CARE-N-0000,PRINTCARE PLC,LK0241N00006
CONN-N-0000,AMAYA LEISURE PLC,48034238,CARG-B-0000,CARGILLS (CEYLON) PLC,LK0020B00009
CPRT-N-0000,CEYLON PRINTERS PLC,35010,CARG-N-0000,CARGILLS (CEYLON) PLC,LK0020N00004
CRL-N-0000,SOFTLOGIC FINANCE PLC,37453951,CARG-R-0000,CARGILLS (CEYLON) PLC,LK0020R00005
CSD-N-0000,SEYLAN DEVELOPMENTS PLC,147964860,CARS-B-0000,CARSON CUMBERBATCH PLC,LK0022B00005
CSEC-N-0000,DUNAMIS CAPITAL PLC,122997050,CARS-N-0000,CARSON CUMBERBATCH PLC,LK0022N00000
CSF-D-0013,NATION LANKA FINANCE PLC,670880,CCS -B-0000,CEYLON COLD STORES PLC,LK0027B00004
CSF-N-0000,NATION LANKA FINANCE PLC,249912812,CCS -N-0000,CEYLON COLD STORES PLC,LK0027N00009
CSF-W-0021,NATION LANKA FINANCE PLC,29989537,CCS -R-0000,CEYLON COLD STORES PLC,LK0027R00000
CTBL-N-0000,CEYLON TEA BROKERS PLC,114000000,CDB -N-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368N00007
CTC-N-0000,CEYLON TOBACCO COMPANY PLC,187323751,CDB -R-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368R00008
CTCE-D-0032,AVIVA N D B INSURANCE PLC,10000000,CDB -R-0001,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368R00016
CTCE-D-0036,AVIVA N D B INSURANCE PLC,3000000,CDB -X-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368X00006
CTCE-D-0040,AVIVA N D B INSURANCE PLC,9000000,CDIC-N-0000,N D B CAPITAL HOLDINGS PLC,LK0245N00007
CTCE-D-0048,AVIVA N D B INSURANCE PLC,12000000,CDIC-R-0000,N D B CAPITAL HOLDINGS PLC,LK0245R00008
CTCE-N-0000,AVIVA N D B INSURANCE PLC,30000000,CERA-N-0000,LANKA CERAMIC PLC,LK0206N00009
CTEA-N-0000,CEYLON TEA SERVICES PLC,20000000,CFI -N-0000,COLOMBO FORT INVESTMENTS PLC,LK0048N00005
CTHR-N-0000,C T HOLDINGS PLC,183097253,CFI -R-0000,COLOMBO FORT INVESTMENTS PLC,LK0048R00006
CTLD-N-0000,C T LAND DEVELOPMENT PLC,48750000,CFIN-B-0000,CENTRAL FINANCE COMPANY PLC,LK0023B00003
CWM-N-0000,C. W. MACKIE PLC,35988556,CFIN-N-0000,CENTRAL FINANCE COMPANY PLC,LK0023N00008
DFCC-N-0000,DFCC BANK,265097688,CFL -N-0000,CHILAW FINANCE PLC,LK0377N00008
DFCC-S-0000,DFCC BANK,366667,CFLB-N-0000,THE COLOMBO FORT LAND AND BUILDING PLC,LK0049N00003
DIAL-N-0000,DIALOG AXIATA PLC,8143778405,CFLB-R-0000,THE COLOMBO FORT LAND AND BUILDING PLC,LK0049R00004
DIMO-N-0000,DIESEL & MOTOR ENGINEERING PLC,8876437,CFT -B-0000,CEYLON AND FOREIGN TRADES PLC,LK0025B00008
DIPD-N-0000,DIPPED PRODUCTS PLC,59861512,CFT -N-0000,CEYLON AND FOREIGN TRADES PLC,LK0025N00003
DIST-N-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,300000000,CFVF-N-0000,FIRST CAPITAL HOLDINGS PLC,LK0222N00006
DOCK-N-0000,COLOMBO DOCKYARD PLC,71858924,CFVF-R-0000,FIRST CAPITAL HOLDINGS PLC,LK0222R00007
DPL-N-0000,DANKOTUWA PORCELAIN PLC,72245742,CHL -N-0000,CEYLON HOSPITALS PLC,LK0338N00000
EAST-N-0000,EAST WEST PROPERTIES PLC,138240000,CHL -R-0000,CEYLON HOSPITALS PLC,LK0338R00001
EBCR-N-0000,E B CREASY & COMPANY PLC,2535458,CHL -R-0001,CEYLON HOSPITALS PLC,LK0338R00019
ECL-N-0000,E - CHANNELLING PLC,122131415,CHL -X-0000,CEYLON HOSPITALS PLC,LK0338X00009
EDEN-N-0000,EDEN HOTEL LANKA PLC,52800000,CHMX-B-0000,CHEMANEX PLC,LK0044B00009
ELPL-N-0000,ELPITIYA PLANTATIONS PLC,72866428,CHMX-D-0001,CHEMANEX PLC,LK0044D00013
EMER-N-0000,EASTERN MERCHANTS PLC,117446000,CHMX-N-0000,CHEMANEX PLC,LK0044N00004
EQIT-N-0000,EQUITY ONE PLC,40321730,CHMX-R-0000,CHEMANEX PLC,LK0044R00005
ESL-N-0000,ENTRUST SECURITIES PLC,33000014,CHOT-N-0000,CEYLON HOTELS CORPORATION PLC,LK0032N00009
ETWO-N-0000,EQUITY TWO PLC,31000000,CHOT-R-0000,CEYLON HOTELS CORPORATION PLC,LK0032R00000
EXPO-N-0000,EXPOLANKA HOLDINGS PLC,1954915000,CHOU-B-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177B00007
FLCH-N-0000,FREE LANKA CAPITAL HOLDINGS PLC,1368000000,CHOU-N-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177N00002
GEST-N-0000,GESTETNER OF CEYLON PLC,2278125,CHOU-R-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177R00003
GHLL-N-0000,GALADARI HOTELS (LANKA) PLC,182434060,CIC -B-0000,C I C HOLDINGS PLC,LK0045B00006
GLAS-D-0017,PIRAMAL GLASS CEYLON PLC,500000,CIC -B-0001,C I C HOLDINGS PLC,LK0045B00014
GLAS-N-0000,PIRAMAL GLASS CEYLON PLC,950086080,CIC -N-0000,C I C HOLDINGS PLC,LK0045N00001
GOOD-N-0000,GOOD HOPE PLC,6871307,CIC -R-0000,C I C HOLDINGS PLC,LK0045R00002
GRAN-N-0000,CEYLON GRAIN ELEVATORS PLC,60000000,CIC -R-0001,C I C HOLDINGS PLC,LK0045R00010
GREG-N-0000,ENVIRONMENTAL RESOURCES INVESTMENT PLC,349367119,CIC -X-0000,C I C HOLDINGS PLC,LK0045X00000
GREG-P-0002,ENVIRONMENTAL RESOURCES INVESTMENT PLC,0,CIFL-N-0000,CENTRAL INVESTMENTS AND FINANCE PLC,LK0395N00000
GREG-W-0003,ENVIRONMENTAL RESOURCES INVESTMENT PLC,347721600,CIND-D-0003,CENTRAL INDUSTRIES PLC,LK0185D00030
GREG-W-0006,ENVIRONMENTAL RESOURCES INVESTMENT PLC,347721600,CIND-N-0000,CENTRAL INDUSTRIES PLC,LK0185N00005
GSF-N-0000,GEORGE STEUART FINANCE PLC,22500000,CIND-R-0000,CENTRAL INDUSTRIES PLC,LK0185R00006
GUAR-N-0000,CEYLON GUARDIAN INVESTMENT TRUST PLC,82096719,CINS-B-0000,CEYLINCO INSURANCE PLC,LK0176B00009
HAPU-N-0000,HAPUGASTENNE PLANTATIONS PLC,46315789,CINS-N-0000,CEYLINCO INSURANCE PLC,LK0176N00004
HARI-N-0000,HARISCHANDRA MILLS PLC,959800,CINS-R-0000,CEYLINCO INSURANCE PLC,LK0176R00005
HASU-N-0000,HNB ASSURANCE PLC,50000000,CINS-X-0000,CEYLINCO INSURANCE PLC,LK0176X00003
HAYC-N-0000,HAYCARB PLC,29712375,CINV-B-0000,CEYLON INVESTMENT PLC,LK0033B00002
HAYL-N-0000,HAYLEYS PLC,75000000,CINV-N-0000,CEYLON INVESTMENT PLC,LK0033N00007
HDEV-N-0000,HOTEL DEVELOPERS (LANKA) PLC,45226100,CINV-R-0000,CEYLON INVESTMENT PLC,LK0033R00008
HDFC-N-0000,HOUSING DEVELOPMENT FINANCE CORPORATION,64710520,CIT -N-0000,COLOMBO INVESTMENT TRUST PLC,LK0172N00003
HEXP-N-0000,HAYLEYS FIBRE PLC,8000000,CIT -R-0000,COLOMBO INVESTMENT TRUST PLC,LK0172R00004
HHL-N-0000,HEMAS HOLDINGS PLC,515290620,CITH-N-0000,HIKKADUWA BEACH RESORT LIMITED,LK0420N00006
HNB-D-0014,HATTON NATIONAL BANK PLC,2544620,CITK-N-0000,KALPITIYA BEACH RESORT PLC,LK0404N00000
HNB-D-0015,HATTON NATIONAL BANK PLC,7455380,CITW-N-0000,WASKADUWA BEACH RESORT PLC,LK0405N00007
HNB-D-0056,HATTON NATIONAL BANK PLC,16442037,CLC -N-0000,COMMERCIAL LEASING & FINANCE PLC,LK0414N00009
HNB-D-0057,HATTON NATIONAL BANK PLC,1149440,CLND-B-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050B00006
HNB-D-0058,HATTON NATIONAL BANK PLC,1271583,CLND-N-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050N00001
HNB-D-0059,HATTON NATIONAL BANK PLC,4700,CLND-W-0005,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050W00051
HNB-D-0060,HATTON NATIONAL BANK PLC,1125940,CLPL-N-0000,CEYLON LEATHER PRODUCTS PLC,LK0294N00005
HNB-D-0061,HATTON NATIONAL BANK PLC,6300,CLPL-R-0000,CEYLON LEATHER PRODUCTS PLC,LK0294R00006
HNB-D-0073,HATTON NATIONAL BANK PLC,13694500,CLPL-W-0012,CEYLON LEATHER PRODUCTS PLC,LK0294W00121
HNB-D-0074,HATTON NATIONAL BANK PLC,6305500,CLPL-W-0013,CEYLON LEATHER PRODUCTS PLC,LK0294W00139
HNB-N-0000,HATTON NATIONAL BANK PLC,317650102,CLPL-W-0014,CEYLON LEATHER PRODUCTS PLC,LK0294W00147
HNB-X-0000,HATTON NATIONAL BANK PLC,79596347,COCO-B-0000,RENUKA SHAW WALLACE PLC,LK0220B00005
HOPL-N-0000,HORANA PLANTATIONS PLC,25000000,COCO-N-0000,RENUKA SHAW WALLACE PLC,LK0220N00000
HPFL-N-0000,HYDRO POWER FREE LANKA PLC,109088112,COCO-R-0000,RENUKA SHAW WALLACE PLC,LK0220R00001
HPWR-N-0000,HEMAS POWER PLC,125200002,COCO-R-0001,RENUKA SHAW WALLACE PLC,LK0220R00019
HSIG-N-0000,HOTEL SIGIRIYA PLC,5859000,COCO-X-0000,RENUKA SHAW WALLACE PLC,LK0220X00009
HUEJ-N-0000,HUEJAY INTERNATIONAL INVESTMENTS PLC,1800000,COCR-N-0000,COMMERCIAL CREDIT AND FINANCE PLC,LK0380N00002
HUNA-N-0000,HUNAS FALLS HOTELS PLC,5625000,COLO-B-0000,COLONIAL MOTORS PLC,LK0052B00002
HUNT-N-0000,HUNTER & COMPANY PLC,5145000,COLO-N-0000,COLONIAL MOTORS PLC,LK0052N00007
HVA-N-0000,HVA FOODS PLC,66428660,COLO-R-0000,COLONIAL MOTORS PLC,LK0052R00008
IDL-N-0000,INFRASTRUCTURE DEVELOPERS PLC,6476650,COMB-B-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053B00000
INDO-N-0000,INDO-MALAY PLC,6998400,COMB-B-0001,COMMERCIAL BANK OF CEYLON PLC,LK0053B00018
JFIN-N-0000,FINLAYS COLOMBO PLC,35000000,COMB-D-0016,COMMERCIAL BANK OF CEYLON PLC,LK0053D00162
JINS-N-0000,JANASHAKTHI INSURANCE PLC,363000132,COMB-D-0018,COMMERCIAL BANK OF CEYLON PLC,LK0053D00188
JKH-N-0000,JOHN KEELLS HOLDINGS PLC,851509809,COMB-D-0062,COMMERCIAL BANK OF CEYLON PLC,LK0053D00626
JKL-N-0000,JOHN KEELLS PLC,60800000,COMB-D-0063,COMMERCIAL BANK OF CEYLON PLC,LK0053D00634
KAHA-N-0000,KAHAWATTE  PLANTATIONS  PLC,79889805,COMB-D-0096,COMMERCIAL BANK OF CEYLON PLC,LK0053D08488
KAPI-N-0000,MTD WALKERS PLC,114357140,COMB-D-0097,COMMERCIAL BANK OF CEYLON PLC,LK0053D08496
KCAB-N-0000,KELANI CABLES PLC,21800000,COMB-D-0099,COMMERCIAL BANK OF CEYLON PLC,LK0053D08512
KDL-N-0000,KELSEY DEVELOPMENTS PLC,17429274,COMB-D-0100,COMMERCIAL BANK OF CEYLON PLC,LK0053D08520
KFP-N-0000,KEELLS FOOD PRODUCTS PLC,25500000,COMB-N-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053N00005
KGAL-D-0010,KEGALLE  PLANTATIONS  PLC,5000000,COMB-P-0004,COMMERCIAL BANK OF CEYLON PLC,LK0053P00042
KGAL-N-0000,KEGALLE  PLANTATIONS  PLC,25000000,COMB-P-0005,COMMERCIAL BANK OF CEYLON PLC,LK0053P00059
KHC-N-0000,THE KANDY HOTELS COMPANY (1938) PLC,577500000,COMB-R-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053R00006
KHC-P-0002,THE KANDY HOTELS COMPANY (1938) PLC,0,COMB-R-0001,COMMERCIAL BANK OF CEYLON PLC,LK0053R00014
KHL-N-0000,JOHN KEELLS HOTELS PLC,1456146780,COMB-X-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053X00004
KOTA-D-0010,KOTAGALA PLANTATIONS PLC,12000000,COMD-N-0000,COMMERCIAL DEVELOPMENT COMPANY PLC,LK0054N00003
KOTA-N-0000,KOTAGALA PLANTATIONS PLC,32000000,CONN-B-0000,AMAYA LEISURE PLC,LK0281B00007
KURU-N-0000,KURUWITA TEXTILE MILLS PLC,25000000,CONN-N-0000,AMAYA LEISURE PLC,LK0281N00002
KVAL-N-0000,KELANI VALLEY PLANTATIONS PLC,34000000,CONN-R-0000,AMAYA LEISURE PLC,LK0281R00003
KZOO-N-0000,KALAMAZOO SYSTEMS PLC,50000,CPRT-N-0000,CEYLON PRINTERS PLC,LK0036N00000
LALU-N-0000,LANKA ALUMINIUM INDUSTRIES PLC,13702823,CRL -N-0000,SOFTLOGIC FINANCE PLC,LK0358N00008
LAMB-N-0000,KOTMALE HOLDINGS PLC,31400000,CRL -R-0000,SOFTLOGIC FINANCE PLC,LK0358R00009
LCEM-N-0000,LANKA CEMENT PLC,173510748,CSD -B-0000,SEYLAN DEVELOPMENTS PLC,LK0234B00006
LCEY-N-0000,LANKEM CEYLON PLC,24000000,CSD -N-0000,SEYLAN DEVELOPMENTS PLC,LK0234N00001
LDEV-N-0000,LANKEM DEVELOPMENTS PLC,60000000,CSD -R-0000,SEYLAN DEVELOPMENTS PLC,LK0234R00002
LFIN-N-0000,LB FINANCE PLC,69257142,CSEC-B-0000,DUNAMIS CAPITAL PLC,LK0024B00001
