LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2014,,,,,
SECURITY ID,NAME                               ,ISSUED QUANTITY,SECURITY ID,COMPANY NAME,ISIN CODE
CFLB,FORT LAND,180000000,AUTO-N-0000,THE AUTODROME PLC,LK0015N00004
CFT,CFT,140196000,AUTO-R-0000,THE AUTODROME PLC,LK0015R00005
CFVF,FIRST CAPITAL,101250000,BALA-N-0000,BALANGODA  PLANTATIONS  PLC,LK0286N00001
CHL,DURDANS,25527272,BBH -N-0000,BROWNS BEACH HOTELS PLC,LK0204N00004
CHMX,CHEMANEX,15750000,BBH -R-0000,BROWNS BEACH HOTELS PLC,LK0204R00005
CHOT,HOTELS CORP.,171825201,BERU-N-0000,BERUWALA RESORTS PLC,LK0416N00004
CHOU,CITY HOUSING,13379850,BFL -N-0000,BAIRAHA FARMS PLC,LK0229N00001
CIC,CIC,72900000,BIL -N-0000,BROWNS INVESTMENTS PLC,LK0390N00001
CIFL,CIFL,83426733,BIL -R-0000,BROWNS INVESTMENTS PLC,LK0390R00002
CIND,CENTRAL IND.,9884214,BLI -N-0000,BIMPUTH FINANCE PLC,LK0383N00006
CINS,CEYLINCO INS.,20000000,BLI -R-0000,BIMPUTH FINANCE PLC,LK0383R00007
CINV,CEYLON INV.,98514874,BLUE-B-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193B00004
CIT,CIT,6500000,BLUE-N-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193N00009
CITH,CITRUS HIKKADUWA,57573897,BLUE-R-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193R00000
CITK,CITRUS KALPITIYA,161200010,BLUE-R-0001,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193R00018
CITW,CITRUS WASKADUWA,155600010,BLUE-X-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193X00008
CLC,COMM LEASE & FIN,6377711170,BOGA-N-0000,BOGALA GRAPHITE LANKA PLC,LK0194N00007
CLND,COLOMBO LAND,199881008,BOPL-B-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243B00007
CLPL,CEYLON LEATHER,34234059,BOPL-N-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243N00002
COCO,RENUKA FOODS,89771800,BOPL-R-0000,BOGAWANTALAWA TEA ESTATES PLC,LK0243R00003
COCR,COM.CREDIT,286074365,BREW-B-0000,CEYLON BEVERAGE HOLDINGS PLC,LK0026B00006
COLO,C M HOLDINGS,15200000,BREW-N-0000,CEYLON BEVERAGE HOLDINGS PLC,LK0026N00001
COMB,COMMERCIAL BANK,810277728,BREW-R-0000,CEYLON BEVERAGE HOLDINGS PLC,LK0026R00002
COMD,COMMERCIAL DEV.,12000000,BRR -N-0000,BANSEI ROYAL RESORTS HIKKADUWA LIMITED,LK0426N00003
CONN,AMAYA LEISURE,48034238,BRWN-B-0000,BROWN & COMPANY PLC,LK0018B00003
CPRT,CEYLON PRINTERS,35010,BRWN-N-0000,BROWN & COMPANY PLC,LK0018N00008
CRL,SOFTLOGIC FIN,37453951,BUKI-B-0000,BUKIT DARAH PLC,LK0019B00001
CSD,SEYLAN DEVTS,147964860,BUKI-N-0000,BUKIT DARAH PLC,LK0019N00006
CSEC,DUNAMIS CAPITAL,122997050,CABO-B-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021B00007
CSF,NATION LANKA,251163261,CABO-N-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021N00002
CTBL,CEYLON TEA BRKRS,114000000,CABO-R-0000,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021R00003
CTC,CEYLON TOBACCO,187323751,CALF-N-0000,CAPITAL ALLIANCE FINANCE LIMITED,LK0397N00006
CTCE,A I A INSURANCE,30000000,CALF-R-0000,CAPITAL ALLIANCE FINANCE LIMITED,LK0397R00007
CTEA,TEA SERVICES,20000000,CARE-B-0000,PRINTCARE PLC,LK0241B00001
CTHR,C T HOLDINGS,183097253,CARE-N-0000,PRINTCARE PLC,LK0241N00006
CTLD,C T LAND,48750000,CARG-B-0000,CARGILLS (CEYLON) PLC,LK0020B00009
CWM,C.W.MACKIE,35988556,CARG-N-0000,CARGILLS (CEYLON) PLC,LK0020N00004
DFCC,DFCC BANK,265097688,CARG-R-0000,CARGILLS (CEYLON) PLC,LK0020R00005
DIAL,DIALOG,8143778405,CARS-B-0000,CARSON CUMBERBATCH PLC,LK0022B00005
DIMO,DIMO,8876437,CARS-N-0000,CARSON CUMBERBATCH PLC,LK0022N00000
DIPD,DIPPED PRODUCTS,59861512,CCS -B-0000,CEYLON COLD STORES PLC,LK0027B00004
DIST,DISTILLERIES,300000000,CCS -N-0000,CEYLON COLD STORES PLC,LK0027N00009
DOCK,DOCKYARD,71858924,CCS -R-0000,CEYLON COLD STORES PLC,LK0027R00000
DPL,DANKOTUWA PORCEL,72245742,CDB -N-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368N00007
EAST,EAST WEST,138240000,CDB -R-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368R00008
EBCR,E B CREASY,2535458,CDB -R-0001,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368R00016
ECL,E - CHANNELLING,122131415,CDB -X-0000,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368X00006
EDEN,EDEN HOTEL LANKA,52800000,CERA-N-0000,LANKA CERAMIC PLC,LK0206N00009
ELPL,ELPITIYA,72866428,CFI -N-0000,COLOMBO FORT INVESTMENTS PLC,LK0048N00005
EMER,EASTERN MERCHANT,117446000,CFI -R-0000,COLOMBO FORT INVESTMENTS PLC,LK0048R00006
EQIT,EQUITY,40321730,CFIN-B-0000,CENTRAL FINANCE COMPANY PLC,LK0023B00003
ESL,ENTRUST SEC,33000014,CFIN-N-0000,CENTRAL FINANCE COMPANY PLC,LK0023N00008
ETWO,EQUITY TWO PLC,31000000,CFL -N-0000,CHILAW FINANCE PLC,LK0377N00008
EXPO,EXPOLANKA,1954915000,CFL -R-0000,CHILAW FINANCE PLC,LK0377R00009
FLCH,FLC HOLDINGS,1368000000,CFLB-N-0000,THE COLOMBO FORT LAND AND BUILDING PLC,LK0049N00003
GEST,GESTETNER,2278125,CFLB-R-0000,THE COLOMBO FORT LAND AND BUILDING PLC,LK0049R00004
GHLL,GALADARI,500829564,CFT -B-0000,CEYLON AND FOREIGN TRADES PLC,LK0025B00008
GLAS,PIRAMAL GLASS,950086080,CFT -N-0000,CEYLON AND FOREIGN TRADES PLC,LK0025N00003
GOOD,GOOD HOPE,6871307,CFVF-N-0000,FIRST CAPITAL HOLDINGS PLC,LK0222N00006
GRAN,GRAIN ELEVATORS,60000000,CFVF-R-0000,FIRST CAPITAL HOLDINGS PLC,LK0222R00007
GREG,LANKA CENTURY,349367119,CHL -N-0000,CEYLON HOSPITALS PLC,LK0338N00000
GSF,G S FINANCE,22500000,CHL -R-0000,CEYLON HOSPITALS PLC,LK0338R00001
GUAR,CEYLON GUARDIAN,82096719,CHL -R-0001,CEYLON HOSPITALS PLC,LK0338R00019
HAPU,HAPUGASTENNE,46315789,CHL -X-0000,CEYLON HOSPITALS PLC,LK0338X00009
HARI,HARISCHANDRA,959800,CHMX-B-0000,CHEMANEX PLC,LK0044B00009
HASU,HNB ASSURANCE,50000000,CHMX-N-0000,CHEMANEX PLC,LK0044N00004
HAYC,HAYCARB,29712375,CHMX-R-0000,CHEMANEX PLC,LK0044R00005
HAYL,HAYLEYS,75000000,CHOT-N-0000,CEYLON HOTELS CORPORATION PLC,LK0032N00009
HDEV,HOTEL DEVELOPERS,2046645686,CHOT-R-0000,CEYLON HOTELS CORPORATION PLC,LK0032R00000
HDFC,HDFC,64710520,CHOU-B-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177B00007
HEXP,HAYLEYS FIBRE,8000000,CHOU-N-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177N00002
HHL,HEMAS HOLDINGS,515290620,CHOU-R-0000,CITY HOUSING & REAL ESTATE COMPANY PLC,LK0177R00003
HNB,HNB,321688517,CIC -B-0000,C I C HOLDINGS PLC,LK0045B00006
HOPL,HORANA,25000000,CIC -B-0001,C I C HOLDINGS PLC,LK0045B00014
HPFL,FLC HYDRO POWER,109088112,CIC -N-0000,C I C HOLDINGS PLC,LK0045N00001
HPWR,RESUS ENERGY,125200002,CIC -R-0000,C I C HOLDINGS PLC,LK0045R00002
HSIG,HOTEL SIGIRIYA,5859000,CIC -R-0001,C I C HOLDINGS PLC,LK0045R00010
HUEJ,HUEJAY,1800000,CIC -X-0000,C I C HOLDINGS PLC,LK0045X00000
HUNA,HUNAS FALLS,5625000,CIFL-N-0000,CENTRAL INVESTMENTS AND FINANCE PLC,LK0395N00000
HUNT,HUNTERS,5145000,CIND-N-0000,CENTRAL INDUSTRIES PLC,LK0185N00005
HVA,HVA FOODS,66428660,CIND-R-0000,CENTRAL INDUSTRIES PLC,LK0185R00006
IDL,SERENDIB ENG.GRP,6476650,CINS-B-0000,CEYLINCO INSURANCE PLC,LK0176B00009
INDO,INDO MALAY,6998400,CINS-N-0000,CEYLINCO INSURANCE PLC,LK0176N00004
JFIN,FINLAYS COLOMBO,35000000,CINS-R-0000,CEYLINCO INSURANCE PLC,LK0176R00005
JINS,JANASHAKTHI INS.,363000132,CINS-X-0000,CEYLINCO INSURANCE PLC,LK0176X00003
JKH,JKH,997086121,CINV-B-0000,CEYLON INVESTMENT PLC,LK0033B00002
JKL,JOHN KEELLS,60800000,CINV-N-0000,CEYLON INVESTMENT PLC,LK0033N00007
KAHA,KAHAWATTE,79889805,CINV-R-0000,CEYLON INVESTMENT PLC,LK0033R00008
KAPI,MTD WALKERS,167647568,CIT -N-0000,COLOMBO INVESTMENT TRUST PLC,LK0172N00003
KCAB,KELANI CABLES,21800000,CIT -R-0000,COLOMBO INVESTMENT TRUST PLC,LK0172R00004
KDL,KELSEY,17429274,CITH-N-0000,HIKKADUWA BEACH RESORT LIMITED,LK0420N00006
KFP,KEELLS FOOD,25500000,CITK-N-0000,KALPITIYA BEACH RESORT PLC,LK0404N00000
KGAL,KEGALLE,25000000,CITW-N-0000,WASKADUWA BEACH RESORT PLC,LK0405N00007
KHC,KANDY HOTELS,577500000,CLC -N-0000,COMMERCIAL LEASING & FINANCE PLC,LK0414N00009
KHL,KEELLS HOTELS,1456146780,CLND-B-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050B00006
KOTA,KOTAGALA,40000000,CLND-N-0000,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050N00001
KVAL,KELANI VALLEY,34000000,CLND-W-0005,COLOMBO LAND AND DEVELOPMENT COMPANY PLC,LK0050W00051
KZOO,KALAMAZOO,50000,CLPL-N-0000,CEYLON LEATHER PRODUCTS PLC,LK0294N00005
LALU,LANKA ALUMINIUM,13702823,CLPL-R-0000,CEYLON LEATHER PRODUCTS PLC,LK0294R00006
LAMB,KOTMALE HOLDINGS,31400000,CLPL-W-0012,CEYLON LEATHER PRODUCTS PLC,LK0294W00121
LCEM,LANKA CEMENT,173510748,CLPL-W-0013,CEYLON LEATHER PRODUCTS PLC,LK0294W00139
LCEY,LANKEM CEYLON,24000000,CLPL-W-0014,CEYLON LEATHER PRODUCTS PLC,LK0294W00147
LDEV,LANKEM DEV.,60000000,COCO-B-0000,RENUKA FOODS PLC,LK0220B00005
LFIN,LB FINANCE,69825714,COCO-N-0000,RENUKA FOODS PLC,LK0220N00000
LGL,LAUGFS GAS,335000086,COCO-R-0000,RENUKA FOODS PLC,LK0220R00001
LHCL,LANKA HOSPITALS,223732169,COCO-R-0001,RENUKA FOODS PLC,LK0220R00019
LHL,LIGHTHOUSE HOTEL,46000000,COCO-X-0000,RENUKA FOODS PLC,LK0220X00009
LIOC,LANKA IOC,532529905,COCR-N-0000,COMMERCIAL CREDIT AND FINANCE PLC,LK0380N00002
LION,LION  BREWERY,80000000,COLO-B-0000,C M HOLDINGS PLC,LK0052B00002
LITE,LAXAPANA,39000000,COLO-N-0000,C M HOLDINGS PLC,LK0052N00007
LLMP,LUCKY LANKA,176028410,COLO-R-0000,C M HOLDINGS PLC,LK0052R00008
LLUB,CHEVRON,120000000,COMB-B-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053B00000
LMF,LMF,39998000,COMB-B-0001,COMMERCIAL BANK OF CEYLON PLC,LK0053B00018
LOFC,LANKAORIXFINANCE,2800000000,COMB-N-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053N00005
LOLC,LOLC,475200000,COMB-P-0004,COMMERCIAL BANK OF CEYLON PLC,LK0053P00042
LPRT,LAKE HOUSE PRIN.,2937245,COMB-P-0005,COMMERCIAL BANK OF CEYLON PLC,LK0053P00059
LVEN,LANKA VENTURES,50000000,COMB-R-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053R00006
LWL,LANKA WALLTILE,54600000,COMB-R-0001,COMMERCIAL BANK OF CEYLON PLC,LK0053R00014
MADU,MADULSIMA,29000000,COMB-X-0000,COMMERCIAL BANK OF CEYLON PLC,LK0053X00004
MAL,MALWATTE,202792331,COMD-N-0000,COMMERCIAL DEVELOPMENT COMPANY PLC,LK0054N00003
MARA,MARAWILA RESORTS,122500000,CONN-B-0000,AMAYA LEISURE PLC,LK0281B00007
MASK,MASKELIYA,53953489,CONN-N-0000,AMAYA LEISURE PLC,LK0281N00002
MBSL,MERCHANT BANK,135000000,CONN-R-0000,AMAYA LEISURE PLC,LK0281R00003
MEL,MACKWOODS ENERGY,100000000,CPRT-N-0000,CEYLON PRINTERS PLC,LK0036N00000
MERC,MERCANTILE INV,3006000,CRL -N-0000,SOFTLOGIC FINANCE PLC,LK0358N00008
MFL,MULTI FINANCE,22462039,CRL -R-0000,SOFTLOGIC FINANCE PLC,LK0358R00009
MGT,HAYLEYS - MGT,207740888,CSD -B-0000,SEYLAN DEVELOPMENTS PLC,LK0234B00006
MHDL,MILLENNIUM HOUSE,134681320,CSD -N-0000,SEYLAN DEVELOPMENTS PLC,LK0234N00001
MIRA,MIRAMAR,2750000,CSD -R-0000,SEYLAN DEVELOPMENTS PLC,LK0234R00002
MORI,MORISONS,5808290,CSEC-B-0000,DUNAMIS CAPITAL PLC,LK0024B00001
MPRH,MET. RES. HOL.,17264802,CSEC-N-0000,DUNAMIS CAPITAL PLC,LK0024N00006
MRH,MAHAWELI REACH,47066447,CSEC-R-0000,DUNAMIS CAPITAL PLC,LK0024R00007
MSL,MERC. SHIPPING,2844990,CSF -N-0000,NATION LANKA FINANCE PLC,LK0218N00004
MULL,MULLERS,283000000,CSF -R-0000,NATION LANKA FINANCE PLC,LK0218R00005
NAMU,NAMUNUKULA,23750000,CSF -W-0021,NATION LANKA FINANCE PLC,LK0218W00211
NDB,NAT. DEV. BANK,165093922,CTBL-N-0000,CEYLON TEA BROKERS PLC,LK0362N00000
NEH,NUWARA ELIYA,2003870,CTC -B-0000,CEYLON TOBACCO COMPANY PLC,LK0042B00003
NEST,NESTLE,53725463,CTC -N-0000,CEYLON TOBACCO COMPANY PLC,LK0042N00008
NHL,NAWALOKA,1409505596,CTCE-B-0000,A I A INSURANCE LANKA PLC,LK0181B00009
NIFL,BRAC LNKA FNANCE,105752566,CTCE-N-0000,A I A INSURANCE LANKA PLC,LK0181N00004
NTB,NATIONS TRUST,230607283,CTEA-B-0000,CEYLON TEA SERVICES PLC,LK0039B00009
ODEL,ODEL PLC,272129431,CTEA-N-0000,CEYLON TEA SERVICES PLC,LK0039N00004
OFEQ,OFFICE EQUIPMENT,83356,CTHR-N-0000,C T HOLDINGS PLC,LK0041N00000
OGL,ORIENT GARMENTS,54916656,CTHR-R-0000,C T HOLDINGS PLC,LK0041R00001
ONAL,ON'ALLY,17500770,CTLD-B-0000,C T LAND DEVELOPMENT PLC,LK0175B00001
ORIN,ORIENT FINANCE,115625000,CTLD-N-0000,C T LAND DEVELOPMENT PLC,LK0175N00006
OSEA,OVERSEAS REALTY,843484359,CTLD-R-0000,C T LAND DEVELOPMENT PLC,LK0175R00007
PABC,PAN ASIA,295041086,CWM -N-0000,C. W. MACKIE PLC,LK0232N00005
PALM,PALM GARDEN HOTL,10816750,CWM -R-0000,C. W. MACKIE PLC,LK0232R00006
PAP,PANASIAN POWER,500000000,DFCC-B-0000,DFCC BANK PLC,LK0055B00005
PARA,PARAGON,100028,DFCC-N-0000,DFCC BANK PLC,LK0055N00000
PARQ,SWISSTEK,27372000,DFCC-R-0000,DFCC BANK PLC,LK0055R00001
PCH,PC HOUSE,343400001,DFCC-S-0000,DFCC BANK PLC,LK0055S00009
PCHH,PCH HOLDINGS,252000242,DIAL-N-0000,DIALOG AXIATA PLC,LK0348N00009
PCP,PC PHARMA,101000020,DIAL-R-0000,DIALOG AXIATA PLC,LK0348R00000
PDL,PDL,66000000,DIMO-B-0000,DIESEL & MOTOR ENGINEERING PLC,LK0056B00003
PEG,PEGASUS HOTELS,30391538,DIMO-N-0000,DIESEL & MOTOR ENGINEERING PLC,LK0056N00008
PHAR,COLOMBO CITY,1272857,DIMO-R-0000,DIESEL & MOTOR ENGINEERING PLC,LK0056R00009
PLC,PEOPLES LEASING,1579862482,DIPD-B-0000,DIPPED PRODUCTS PLC,LK0057B00001
PMB,PEOPLE'S MERCH,67500000,DIPD-N-0000,DIPPED PRODUCTS PLC,LK0057N00006
RAL,RENUKA AGRI,561750000,DIPD-R-0000,DIPPED PRODUCTS PLC,LK0057R00007
RCL,ROYAL CERAMIC,110789384,DIST-B-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,LK0191B00008
REEF,CITRUS LEISURE,96477156,DIST-N-0000,DISTILLERIES COMPANY OF SRI LANKA PLC,LK0191N00003
REG,REGNIS,11267863,DOCK-B-0000,COLOMBO DOCKYARD PLC,LK0047B00002
RENU,RENUKA CITY HOT.,7000000,DOCK-N-0000,COLOMBO DOCKYARD PLC,LK0047N00007
REXP,RICH PIERIS EXP,11163745,DOCK-R-0000,COLOMBO DOCKYARD PLC,LK0047R00008
RFL,RAMBODA FALLS,20000000,DPL -N-0000,DANKOTUWA PORCELAIN PLC,LK0235N00008
RGEM,RADIANT GEMS,2400000,DPL -R-0000,DANKOTUWA PORCELAIN PLC,LK0235R00009
RHL,RENUKA HOLDINGS,89034626,EAST-B-0000,EAST WEST PROPERTIES PLC,LK0060B00005
RHTL,FORTRESS RESORTS,110886684,EAST-N-0000,EAST WEST PROPERTIES PLC,LK0060N00000
RICH,RICHARD PIERIS,2035038275,EAST-R-0000,EAST WEST PROPERTIES PLC,LK0060R00001
RPBH,ROYAL PALMS,50000000,EBCR-B-0000,E B CREASY & COMPANY PLC,LK0059B00007
RWSL,RAIGAM SALTERNS,282207320,EBCR-N-0000,E B CREASY & COMPANY PLC,LK0059N00002
SAMP,SAMPATH,167910253,ECL -N-0000,E - CHANNELLING PLC,LK0323N00002
SCAP,SOFTLOGIC CAP,688160000,ECL -R-0000,E - CHANNELLING PLC,LK0323R00003
SDB,SANASA DEV. BANK,37762983,EDEN-N-0000,EDEN HOTEL LANKA PLC,LK0214N00003
SELI,SELINSING,6940080,EDEN-R-0000,EDEN HOTEL LANKA PLC,LK0214R00004
SEMB,S M B LEASING,1191766772,ELPL-N-0000,ELPITIYA PLANTATIONS PLC,LK0315N00008
SERV,KINGSBURY,242000000,ELPL-R-0000,ELPITIYA PLANTATIONS PLC,LK0315R00009
SEYB,SEYLAN BANK,175977401,EMER-B-0000,EASTERN MERCHANTS PLC,LK0061B00003
SFCL,SENKADAGALA,65227555,EMER-N-0000,EASTERN MERCHANTS PLC,LK0061N00008
SFIN,SINGER FINANCE,165333334,EQIT-N-0000,EQUITY ONE PLC,LK0064N00002
SFL,SINHAPUTHRA FIN,6295893,EQIT-R-0000,EQUITY ONE PLC,LK0064R00003
SFS,SWARNAMAHAL FIN,500000140,ESL -N-0000,ENTRUST SECURITIES PLC,LK0400N00008
SHAL,SHALIMAR,6940080,ETWO-N-0000,EQUITY TWO PLC,LK0228N00003
SHAW,LEE HEDGES,5120546,ETWO-R-0000,EQUITY TWO PLC,LK0228R00004
SHL,SOFTLOGIC,779000000,EXPO-N-0000,EXPOLANKA HOLDINGS PLC,LK0381N00000
SHOT,SERENDIB HOTELS,75514738,FCT-D-0332,FIRST CAPITAL TREASURIES LIMITED,LK0439D22951
SIGV,SIGIRIYA VILLAGE,9000000,FLCH-N-0000,F L C HOLDINGS PLC,LK0376N00000
SIL,SAMSON INTERNAT.,4232771,GEST-B-0000,GESTETNER OF CEYLON PLC,LK0069B00006
SING,STANDARD CAPITAL,5540828,GEST-N-0000,GESTETNER OF CEYLON PLC,LK0069N00001
SINI,SINGER IND.,3846300,GEST-R-0000,GESTETNER OF CEYLON PLC,LK0069R00002
SINS,SINGER SRI LANKA,125209610,GHLL-N-0000,GALADARI HOTELS (LANKA) PLC,LK0067N00005
SIRA,SIERRA  CABL,537512430,GLAS-B-0000,PIRAMAL GLASS CEYLON PLC,LK0223B00009
SLND,SERENDIB LAND,360000,GLAS-N-0000,PIRAMAL GLASS CEYLON PLC,LK0223N00004
SLTL,SLT,1804860000,GLAS-R-0000,PIRAMAL GLASS CEYLON PLC,LK0223R00005
SMOT,SATHOSA MOTORS,6033622,GOOD-B-0000,GOOD HOPE PLC,LK0072B00000
