, Market Indices - Monthly,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ASPI,SPI / MPI (Jan-99 onwards),S&P SL 20,TURNOVER- Rs Mn Equity,MARKET CAP.- RS. BN.,SHARES -'000,TRADES,BFI,BFT,C&P,C&E,DIV,F&T,HLT,H&T,INV,IT,L&P,MFG,MTR,OIL,PLT,P&E,SRV,,S&S,TLE,TRD
2006-03-28 00:00:00,2264.36,2877.66,,11362.000205,688.2,362569.687,102773,4146.63,2259.28,2565.39,328.23,687.28,806.84,201.31,1624.66,10579.6,111.27,414.25,992.92,2067.34,19624.26,356.44,112.32,7709.9,,10444.03,213.95,2189.28
2006-04-28 00:00:00,2263.44,2861.42,,6225.496,688.2,261260.899,76185,4101.01,2281.79,2484.81,307.74,658.56,793.69,193.26,1583.96,10791.02,99.35,365.54,973.91,2006.71,23179.04,339.13,103.01,7539.79,,10436.81,226.04,2092.57
2006-05-28 00:00:00,2203.82,2817.27,,4178.082,672.5,166190.973,54845,4015.97,2195.99,2489.21,309.2,634.11,799.16,183.6,1464.77,9809.91,83.45,347.06,927.28,2038.56,23203.58,389.58,93.09,7089.84,,10439.73,224.92,1955.47
2006-06-28 00:00:00,2114.37,2729,,7208.153,645.3,290136.739,82978,3831.64,2244.54,2265.75,292.24,611.25,744.06,203.27,1344.59,8792.61,81.47,335.72,907.61,2139.12,20464.41,381.09,98.91,6528.76,,10304.63,211.76,1866.13
2006-07-28 00:00:00,2196,2814,,6338.235163,670.3,626577.044,81685,3927.13,2365.53,2267.36,323.1,611.5,754.21,257.55,1413.88,8772.3,81.47,374.63,957.62,2038.62,20836.18,408.04,97.51,6598.8,,10348.7,222.14,2060.01
2006-08-28 00:00:00,2200,2798.02,,5692.604016,673.076054,275154.815,57707,4019.12,2381,2238.09,348.04,614.19,798.4,256.6,1407.33,8694.37,81.47,343.39,981.9,2116.72,20947.51,417.43,96.37,6603.59,,10353.73,219.89,2122.57
2006-09-28 00:00:00,2383.4,3006.2,,7304.44,729.461361488,328704.97,91406,4286.65,2606.1,2505.41,372.37,648.57,839.04,264.11,1589.67,9946.58,97.36,365.2,1090.63,3586.67,21473.24,426.02,112.95,7385.99,,8976.44,235.72,2354
2006-10-28 00:00:00,2454.25,3135.1,,10173.41,751.908751444,306215.786,88353,4585.75,2833.53,2488.07,377.73,695.27,808.7,269.88,1547.95,10276.23,129.15,361.49,1118.85,3385.11,19948.01,420.32,104.22,7280.74,,9538.38,240,2364.27
2006-11-28 00:00:00,2777.73,3785.92,,24236.109049,851.646184,646549.778,113115,4823.71,3260.45,3182.65,485.64,809.37,848.97,295.29,1498.09,10807.91,137.1,345.27,1195.25,3445.1,20852.03,446.43,101.49,7140.24,,9484.47,305.47,2312.71
2006-12-28 00:00:00,2722.36,3711.8,,7171.572492,834.762986,148219.261,50460,4823.35,3206.86,3049.86,461.81,810.03,847.74,286.55,1450.45,11824.29,123.19,330.87,1190.49,3307.25,20141.32,428.35,102.73,6704.86,,10309.12,291.83,2368.72
2007-01-28 00:00:00,2924.25,4040.35,,14935.475445,909.97,337627.585,95083,5321.31,3483.05,3397.04,556.83,884.91,889.88,311.75,1467.51,14763.83,127.16,330.04,1307.62,3603.24,20272.13,450.14,114.3,7028.06,,10308.72,308.57,2535.19
2007-02-28 00:00:00,2982.89,4188.26,,14272.054061,928.44,337941.455,94062,5484.3,3498.11,3254.74,547.36,836.82,885.49,348.96,1436.54,14391.09,121.2,335.01,1387.06,3665.43,20127.55,439.62,116.78,7073.89,,10635.67,332.15,2535.81
2007-03-28 00:00:00,2789.81,3837.56,,9730.723729,869.26,245807.745,73370,5125.08,3135.34,2907.02,557.96,833.87,837.69,311.49,1321.41,13024.12,103.32,299.22,1253.53,3360.86,22626.64,421.07,107.54,6603.12,,9641.47,302.84,2373.41
2007-04-28 00:00:00,2811.3,3869.4,,4235.093,884.65,81569.117,33623,5084.01,3138.44,2883.47,563.1,851.47,815.75,304.47,1313.17,13094.6,113.26,299.5,1250.01,3379.23,22905.9,419.62,108.34,6603.12,,9546.31,304.98,2488.45
2007-05-28 00:00:00,2508.3,3549.7,,12536.833,804.32,427532.234,46158,4385.18,2877.23,2293.15,500.51,722.42,646.27,263.43,1149.51,10634.47,101.33,245.26,1134.91,3027.89,18066.85,385.42,93.8,6025.75,,9850.55,293.5,2097.49
2007-06-28 00:00:00,2572.2,3583.98,,5291.994,828.47,192688.731,38697,4716.55,2973.15,2382.89,539.78,754.83,708.35,274.37,1213.11,11213.09,101.33,271.64,1185.3,2963.31,17679.78,432.9,89.87,6133.07,,8675.51,287.68,2286.43
2007-07-28 00:00:00,2442.11,3357.86,,2500.484,787.114,107155.533,37061,4627.99,2845.14,2285.75,527.47,691.28,709.58,277.58,1135.23,10248.56,103.32,273.46,1138.26,3063.11,17088.01,425.51,86.1,5563.65,,7730.89,269.74,2226.63
2007-08-28 00:00:00,2526.59,3452.95,,7839.67,814.62,211384.005,69804,4785.72,3002.45,2302.51,566.64,719.28,796.37,355.09,1223.47,10254.9,131.14,287.66,1134,2885.41,16633.57,450.46,90.92,5814.05,,9908.22,272.77,2244.47
2007-09-28 00:00:00,2556.62,3459.85,,8528.356,824.35,278015.898,86423,4743.04,3213.73,2462.98,583.11,701.64,814.69,347.85,1353.65,11566.23,127.16,281.22,1132.05,2937.01,17373.36,437.69,89.42,5936.7,,10019.68,276.57,2334.17
2007-10-28 00:00:00,2615.23,3529.59,,10703.933,843.37,257309.48,116134,5022,3197.72,2614.24,604.02,712.39,910.6,377.47,1299.39,11816.81,220.55,303.5,1114.52,2941.93,17878.98,447.71,85.7,5962.54,,11260.85,283.14,2610.15
2007-11-28 00:00:00,2560.16,3372.97,,8310.319,825.32,315617.69,112901,4992.19,3116.06,2522.97,730.48,711.79,932.48,345.47,1312.48,12206.37,153,285.18,1093.24,2892.72,20359.21,597.53,79.68,6202.95,,11243.88,262.4,2673.53
2007-12-28 00:00:00,2540.99,3291.87,,6100.454,820.65,146110.023,73612,5109.62,3183.96,2544.92,723.38,715.27,928.88,335.75,1335.37,12248.71,127.16,287.15,1086,2735.74,20164.35,722.92,81.17,7790.63,,10745.59,245.72,2596.62
2008-01-28 00:00:00,2446.13,3113.07,,3418.573,791.61,126076.817,60121,4833.85,3160.84,2410.91,783.99,677.33,872.34,300.58,1470.48,11122.73,115.24,269.75,1120.52,2699.46,19504.68,711.98,81.17,6772.34,,10312.05,229.27,2451.79
2008-02-28 00:00:00,2530.86,3172.21,,7625.3,819.92,310853.763,100678,4988.47,3335.09,2623.05,903,704.32,936.59,313.73,1384.35,11205.17,125.18,293.76,1209.74,2757.22,21453.68,873.67,84.05,7046.49,,10331.29,231.28,2483.84
2008-03-28 00:00:00,2550.47,3181.3,,9654.4,827.73,324148.518,87041,4976.7,3492.89,2672.24,819.99,714.18,876.2,288.3,1345.34,12714.23,123.19,293.77,1208.42,2873.21,21817.87,825.36,85.02,7437.63,,10935.64,235.8,2417.3
2008-04-28 00:00:00,2632.96,3237.28,,46315.028,851.63,1042796.082,70924,5018.3,3644.75,2787.94,885.15,727.83,875.17,289.9,1375.62,13594.35,113.26,299.8,1301.21,3180.71,26209.61,909.4,81.52,7173.22,,10833.22,241.83,2409.44
2008-05-28 00:00:00,2538.37,3066.88,,5438.849,821.27,171380.172,68345,4839.24,3644.59,2817,895.53,732.44,872.83,292.39,1290.37,12984.77,109.28,290.68,1266.8,3240.13,23794.67,868.24,81.09,7290.91,,11205.35,221.84,2351.66
2008-06-28 00:00:00,2457.84,2988.78,,5863.17,795.06,225311.362,63906,4566.5,3505.05,2665.9,865.55,704.4,819.95,275.89,1278.95,12959.26,101.33,269.68,1226.66,3147.67,23621.55,748.29,84.53,7438.6,,10933.22,221.1,2394.35
2008-07-28 00:00:00,2463.41,2955.43,,13528.837,801.38,227452.868,55558,4504.99,3447.22,2722.99,855.7,664.88,814.98,279.99,1326.93,12834.16,99.35,275.13,1287.64,3615.63,22928.21,803.03,91.27,6633.05,,12948.45,226.41,2336.69
2008-08-28 00:00:00,2408.64,2788.98,,6341.445,784.05,239785.189,83870,4531.88,3465.11,3258.68,960.47,661.15,815.84,288.23,1375.84,13388.84,103.32,289.65,1315.21,3965.2,23508.82,790.52,101.87,7109.91,,10243.44,194.29,2682.99
2008-09-28 00:00:00,2142.26,2397.19,,4083.528,699.25,165111.555,57114,4088.97,3177.99,2882.97,973.67,586.68,761.33,265.62,1320.12,12255.21,95.37,258.3,1244.81,3736.06,22793.08,691.13,101.08,6611.14,,10087.4,156.62,1987.57
2008-10-28 00:00:00,1821.53,2031.57,,3497.844,594.35,163586.631,59376,3450.35,2697.89,2499.56,854.04,466.23,631.77,255.32,1112.94,10004.46,75.5,223.2,1105.63,3344.69,17798.4,491.08,90.53,5995.62,,7974.96,142.46,1552.18
2008-11-28 00:00:00,1639.94,1842.53,,3293.965,535.02,129255.6,46610,3109.65,2569.3,2236.79,796.52,421.47,461.55,222.31,1032.18,8318.79,63.58,199.27,1063.64,3219.7,13561.08,403.08,80.23,5853.86,,7831.33,125.04,1323.64
2008-12-28 00:00:00,1503.02,1631.34,,1338.946,488.81,63376.851,22701,2823.44,2510.1,2077.72,702.22,363.44,455.59,220.97,951.89,7625.7,55.63,178.49,955.08,3127.41,11739.2,369.89,67.2,5382.86,,8784.44,117.21,1141.96
2009-01-28 00:00:00,1821.24,1964.98,,2684.529,592.74,173332.836,79869,3632.86,3133.43,2474.01,862.1,462.87,535.97,255.1,1275.2,9925.95,81.47,248.08,1109.32,3443.37,13979.92,507.34,83.18,6565.73,,8912.31,122.49,1438.25
2009-02-28 00:00:00,1694.14,1773.93,,4270.666,551.99,195387.516,35651,3318.06,3087.63,2368.1,887.21,420.11,518.26,252.67,1163.66,9300.5,63.58,231.75,1034.2,3326.12,13524.4,423.66,72.76,5405.57,,8803.91,114.35,1265.98
2009-03-28 00:00:00,1638.06,1736.2,,10250.688,533.75,193270.748,37394,3151.77,3007.36,2306.79,799.89,413.85,498.41,253.63,1121.18,9081.06,61.6,206.39,965.59,3250.9,13134.42,405.77,69.01,5303.57,,9215.8,112.24,1222.83
2009-04-28 00:00:00,1838.45,1963.09,,2643.935,599.04,130009.416,53868,3500.26,3421.4,2548,943.83,467.32,562.25,288.75,1271.34,10384.39,69.54,232.72,1107.71,3342.88,13947.05,462.71,75.08,5768.07,,8596.67,126.53,1312.57
2009-05-28 00:00:00,2215.96,2519.79,,13531.409,712.07,577524.438,113911,4490.23,3855.68,3090.34,1294.88,661.52,633.53,320.45,1628.46,12430.44,79.48,276.96,1274.62,3889.7,15013.1,519.11,79.63,7278.3,,8984.36,134.35,1688.79
2009-06-28 00:00:00,2432.15,2721.64,,16197.669,775.405,532342.796,170154,4833.23,4047.68,3477.98,1409.18,763.03,640.03,328.81,1923.39,13933.92,91.4,309.11,1332.32,3745.58,17525.27,589.72,74.09,7487.28,,8399.05,146.2,1988.09
2009-07-28 00:00:00,2432.15,2721.64,,9410.909,807.46,367096.212,107885,5093.15,4115.38,3378.79,1527.02,769.75,615.7,331.11,2042.28,15751.75,87.43,308.47,1418.24,3631.84,19588.63,618.36,73.38,8420.98,,8361.54,148.74,2181.25
2009-08-28 00:00:00,2607.65,2975.68,,8975.871,834.92,300698.648,105990,5337.59,4679.18,3491.15,1788.27,776.34,641.42,330.89,2300.51,18090.21,81.47,305.77,1446.63,3512.83,22723.34,639.88,72.25,8463.14,,8128.57,136.63,2594.18
2009-09-28 00:00:00,2938.64,3297.43,,19041.485,941.51,829870.323,189762,6170.19,4809.9,4483.87,2124.35,910.1,667.85,356.18,2611.62,23154.14,83.45,341.62,1620.21,4190.09,27093.26,661.44,81.86,11155.39,,9813.21,149.51,2969.4
2009-10-28 00:00:00,2976.93,3333.84,,19108.908,958.69,940797.734,191809,6305.2,4985.03,4622.21,2329.68,908.33,629.69,401.77,2529.87,22457.67,81.47,335.06,1680.61,4266.94,27963.36,596.81,83.94,10134.51,,9631.46,152.05,3143.09
2009-11-28 00:00:00,2913.39,3326.08,,12388.54,939.25,312398.689,72185,6008.18,4829.51,4544.71,2490.78,903.87,591.09,410.34,2421.85,24089.29,71.53,320.65,1692.25,6325.02,26871.17,594.54,78.76,8854.46,,10668.66,147,3068.49
2009-12-28 00:00:00,3385.55,3849.38,,23958.034,1092.4,371180.762,107821,6594.65,5362.82,5302.15,3205.56,1132.84,629.25,419.22,2842.87,32250.44,77.49,346.91,2013.64,7214.79,41597.92,635.52,84.42,11034.41,,12068.3,158.87,3878.47
2010-01-28 00:00:00,3636.4,4181.8,,27776.479,1171.241,713665.339,183566,6889.61,5898.22,5937.58,4125.51,1204.44,738.48,414.06,3512.45,34057.87,81.47,376.4,2153.6,7797.44,42650.67,718.14,83.9,12562.12,,11357.16,146.24,5929.15
2010-02-28 00:00:00,3807.9,4354.7,,28376.654,1226.966,973002.943,236947,7216.32,6359.23,6041.76,4409.66,1226.85,719.97,426.3,3512.3,36310.45,87.43,379.9,2327.5,9011.29,43036.1,837.71,86.9,12586.69,,15321.07,143.47,8533.54
2010-03-28 00:00:00,3724.6,4270.7,,32723.292,1210.84,963564.849,174924,7256.9,6454.49,5886.96,3926,1253.88,698.06,408.27,3410.09,26478.22,81.47,360.43,2353.93,8838.38,40490.89,728.88,86.78,14487.6,,17933.42,134.64,8231.04
2010-04-28 00:00:00,4188.88,4712.43,,26660.612,1363.35,970867.065,210289,8493.62,7473.54,6554.09,4103.41,1342.52,832.94,427.74,4006.37,27887.45,111.27,421.82,2597.31,9188.9,53772.23,917.68,88.24,15717.53,,20776.53,140.7,9364.43
2010-05-28 00:00:00,4237.16,4757.4,,34462.26,1380.19,1118381.53,210679,8724.76,7917.42,6529.34,3842.2,1360.02,932.27,442.15,3896.22,24594.05,162.93,402.22,2522.78,10075.68,52939.15,859.76,94.04,17718.63,,22710.16,146.52,9837.63
2010-06-28 00:00:00,4612.46,5278.35,,53231.15,1503.91,1644658.01,308817,10204.1,8161.4,6736.67,3938.26,1463.73,1114.69,472.04,3960.18,24506.1,158.96,539.23,2742.06,13245.91,54001.21,937.8,105.07,17853.9,,26553.22,163.47,11503.86
2010-07-28 00:00:00,5161.18,5854.73,,55470.33,1692.57,2963712.632,381291,10986.5,8960.96,7455.86,3902.77,1682.93,1127.56,506.25,4429.2,36665.32,158.96,556.25,2949.71,18430.71,68524.81,1060.6,114.34,24853.25,,27079.02,168.53,13748.5
2010-08-28 00:00:00,5658.01,5889.16,,54187.398,1862.74,1616816.278,361401,12249.27,9603,8185.65,3602.94,1923.65,1286.84,498.25,4937.83,33632.7,144.69,524.06,2935.89,24073.18,90272.09,1130.74,106.24,24097.69,,31602.65,175.13,18174.26
2010-09-28 00:00:00,6997.22,7552.7,,87164.514,2308.76,2187963.625,529329,17595.09,11042.27,10852.01,3983.52,2478.69,1460.82,553.26,5459.4,37885.56,152.08,582.94,3548.03,23605.45,93783.76,1487.08,140.26,30179.74,,49625.41,207.79,21754.71
2010-10-29 00:00:00,6678.05,7241.77,,90150.130011,2209.1,1420372.613,305140,16807.16,10791.16,9867.02,4121.06,2299.27,1185.98,515.83,5262.51,37295.88,141.96,514.21,3303.06,25675.54,96995.61,1286.53,120.8,28671.74,,43690.08,201.93,22349.03
2010-11-30 00:00:00,6434.85,6988.54,,31097.038242,2132,1545066.425,179330,15855.65,10627.66,9408.51,3976.73,2231.19,1164.22,512.54,4977.24,35201.65,134.67,491.25,3252.28,24667.73,92337.54,1194.35,119.74,28271.75,,49514.57,198.49,21471.09
2010-12-31 00:00:00,6635.87,7061.46,,43169.091885,2210.45,2347692.63,273394,16166.31,10949.19,10116.56,4395.94,2242.13,1255.45,506.74,5120.87,35928.88,166.14,489.46,3612.59,24513.48,101596.34,1335.28,122.66,28266.92,,50757.98,206.36,21974.15
2011-01-11 00:00:00,7174.9,7134.3,,75392.4,2387.6,3742823.6,624682,17395.9,11667.2,12105.1,4319.2,2381.5,1406.7,553.6,5233.1,41643.9,374.5,536.3,4192,27983.3,105638.7,1662.3,167.1,28350.5,,62791.5,216.9,22953.4
2011-02-11 00:00:00,7798,7140.9,,60487.9,2599.9,1490200.6,418449,17334.6,11830.9,14035.1,4462.3,2554,1432.4,554.2,5171.6,88434.2,290.4,548.3,4244.2,30011.8,165173.2,1686.3,162.2,27741.5,,88358.6,223.5,24983.4
2011-03-11 00:00:00,7226.1,6874.7,,52817.8,2425.1,1423174.7,335730,17089.3,11741.4,12739.8,4158.9,2418.1,1297.9,570,4876.2,48065.1,246.8,501.4,4080.2,26787.3,140838.6,1559.9,145.2,26622.5,,75992.6,210.7,25119.5
2011-04-11 00:00:00,7356.97,6822.77,,31105.810954,2487.16,873553.034,254386,16961.23,12299.19,14306.31,4277.12,2433.44,1321.71,579.02,4898.91,48411.52,271.69,520.07,4172.69,36750.7,142942.3,1493.1,142.68,30276.05,,91686.15,207.83,27289.97
2011-05-11 00:00:00,7418.07,6853.61,,49633.535991,2515.22,1976601.265,412175,17826.36,12256.78,14607.66,4067.33,2438,1338.72,606.51,4874.55,44279.72,268.88,580.49,4103.88,37922.06,129172.86,1548.95,151.01,33324.69,,87110.17,205.91,33276.33
2011-06-11 00:00:00,6825.94,6301.02,,61186.069302,2351.75,4364160.681,485625,16091.28,11450.46,13054.02,3764.14,2248.02,1281.88,548.73,4519.2,40533.03,278.01,598.82,3724.46,34526.08,131111.74,1370.91,144.9,30450.93,,54322.48,190.44,27518.73
2011-07-11 00:00:00,6845.38,6210.07,,34531.868289,2444.7,1615412.185,348878,16774.4,11241.95,13276.5,3917.2,2231.07,1216.72,541.63,4476.81,42979.39,267.77,580.36,3717.81,33746.29,136226.46,1288.99,146.66,27996.57,,47723.34,183.27,26669.14
2011-08-11 00:00:00,6879.29,6233.82,,59243.59612,2466.61,2258586.436,555141,16291.78,11910.02,11901.76,3694.43,2242.09,1245.36,658.1,4498.52,40090.11,278.87,751.87,3639.92,30595.04,138246.91,1156.49,152.36,27972.56,,53745.26,187.31,27650.74
2011-09-12 00:00:00,6783.55,6045.11,,58037.094399,2435.5,3735655.729,486586,16377.36,12008.75,11857.51,3761.69,2185.13,1205.6,655.26,4417.75,39525.37,273.75,715.8,3615.36,30067.67,134991.72,1089.25,148.29,29515.55,,54386.64,173.98,28576.71
2011-10-13 00:00:00,6319.25,5631.28,,25241.113149,2270.98,1230253.031,252046,14970.51,11589.6,10591.29,3437.76,2035.13,1111.4,572.44,4161.85,34354.4,240.97,632.16,3355.63,27952.33,130496.68,941.8,139.61,27166.52,,45065.36,173.67,25052.91
2011-11-14 00:00:00,6087.4,5273.58,,20663.667149,2218.45,1181740.861,220425,14027.37,11663.21,10035.19,3407.49,1905.65,1177.54,571.75,3905.9,33742.13,237.73,656.65,3294.16,25931.49,132648.56,867.6,139.12,27713.98,,40486.34,170.74,25204.25
2011-12-15 00:00:00,6074.42,5229.16,,17915.029477,2213.87,651538.711,185229,13812.68,12112.42,10155.42,3386.13,1909.05,1182.03,586.47,3929.2,30943.85,233.29,635.6,3285.15,27114.92,131187.84,867.43,136.52,25071.1,,37593.48,167.91,25458.89
2012-01-01 00:00:00,5693.92,4925.91,,19101.832681,2084.13,969441.177,218569,13111.75,11645.19,10572.03,3271.05,1774.09,1100.39,525.4,3474.05,27018.39,197.78,575.6,3066.65,26160.27,129021.87,804.86,120.72,23146.89,,31915.74,159.21,22405.46
2012-02-02 00:00:00,5458.09,4751.06,,29456.683794,2001.18,978235.586,218342,12339.4,11468.4,9753.43,3213.62,1735.21,938.3,481.17,3430.19,23520.57,180.79,530.44,2873.47,23205.54,126606.99,730.81,117.35,22110.83,,25760.14,157.1,19303.17
2012-03-03 00:00:00,5420.2,4891.58,,33151.343867,2012.87,629779.989,113799,12064.85,11700.41,8675.58,3278.33,1818.21,846.95,463.31,3523.63,21966.52,146.65,508.22,2697.7,20420.03,114061.48,760.44,110,20886.55,,26462.27,158.11,18103.91
2012-04-04 00:00:00,5419.2,4851.24,,9008.104594,2016.91,529793.137,86128,12005.59,13648.75,8443.99,2847.97,1793.63,800.09,453.78,3439.06,19217.31,129.07,497.11,2605.52,16387.33,116027.86,744.97,102.71,21006.97,,24776.77,145.27,17172.3
2012-05-05 00:00:00,4832.15,4315.09,,8373.906554,1807.42,524138.141,112004,10539.62,12732.8,7379.96,2375.62,1644.76,685.89,434.71,3049.03,15488.19,97.06,425.19,2225.2,13930.39,101750.08,619.32,87.54,19134.26,,19168.03,127.29,14383.6
2012-06-06 00:00:00,4965.77,4383.2,2817.35,17762.024357,1894.22,725683.11,149449,10480.58,12809.5,7378.4,2478.36,1684.01,731.51,477.14,3261.08,16944.56,115.32,458,2368.9,14778.59,105955.21,676.93,89.49,18552.82,,21353.99,135.38,15263.68
2012-07-07 00:00:00,4944.86,4357.02,2785.73,8911.200081,1889.71,488281.137,101993,10412.28,13130.07,6900.99,2394.61,1650.31,813.25,495.11,3270.79,16731.94,108.24,455.73,2378.49,14865.44,103510.08,677.75,85.5,18779.14,,21537.59,133.06,16223.21
2012-08-08 00:00:00,5180.15,4811.99,2877.88,13339.4329,1980.81,603236.493,139406,11279.58,13136.06,7120.84,2390.59,1737.46,847.93,554.38,3468.75,17761.65,110.2,501.42,2468.86,15335.49,99500.07,718.99,93.58,19664.32,,22715.09,139.01,19285.88
2012-09-09 00:00:00,5971.99,5645.95,3240.98,33490.256734,2284.88,2061722.613,407993,13667.92,14308.85,8642.94,3021.98,1958.26,962.99,641.11,3995.59,21637.36,137.69,565.87,2820.71,18244.51,104096.28,901.17,107.43,29003.89,,27034.21,171.58,20174.35
2012-10-10 00:00:00,5513.64,5037.77,2988.05,14763.582928,2112.11,647731.512,141396,12313.35,13855.48,7579.9,2744.93,1808.89,880.93,606.07,3602.5,18972.2,119.68,518.68,2626.34,17092.54,99793.96,835.68,102.6,24979.92,,27421.01,156.01,17745.71
2012-11-11 00:00:00,5351.25,4868.83,2942.02,14121.642367,2054.91,1048908.015,91771,11627.38,14121.2,6856.8,2540.62,1772.71,776.77,574.9,3492.71,18251.48,102.78,489.35,2470.78,14805.55,96898.85,767.27,102.36,22420.96,,21973,159.34,16345.83
2012-12-12 00:00:00,5643,5119.09,3085.33,12347.187753,2167.58,484285.724,76534,12206.7,15925.21,7172.22,2651.5,1822.04,817.36,581.18,3584.53,19356.37,108.75,507.75,2628.6,15651.62,100171.84,811.32,105.77,23415.72,,22927.99,165.4,16983.8
2013-01-13 00:00:00,5816.89,-,3197.61,24479.863419,2234.51,784827.893,122645,12777.63,16555.67,7364.55,2815.23,1882.6,884.2,610.79,3559.36,19676.25,109.69,501.99,2664.99,15905.25,100298.83,802.44,109.3,22866.04,,22781.44,170.76,17181.03
2013-02-14 00:00:00,5635.9,-,3194.39,15833.415797,2165.24,544304.991,86337,12702.86,15542.04,6805.79,2805.45,1854.94,803.28,599.62,3351.04,17357.1,98.94,471.53,2565,14752.07,98202.39,775.58,102.56,20558.53,,19970.49,170.36,15498.05
2013-03-15 00:00:00,5735.68,-,3293.57,17286.968798,2199.96,625016.632,85807,13227.38,16057.67,6667.41,2695.82,1888.92,780.49,581.68,3306.25,17569.6,80.07,476.14,2590,14584.65,97201.26,788.7,102.33,20229.75,,21584.42,169.76,15891.26
2013-04-16 00:00:00,5953.19,-,3365.79,16622.206381,2280.76,815544.118,154025,13585.67,16737.21,6880.93,2735.26,1933.53,875.4,680.03,3475.88,19280.38,83.86,560.4,2796.99,14709.1,99072.62,801.89,111.51,21482.06,,21738.08,171.18,16272.67
2013-05-17 00:00:00,6463.06,-,3646.32,28504.639625,2481.84,919851.475,224538,14034.82,19550.07,8038.58,2980.26,2112.64,930.08,714.6,3653.61,21275.83,86.99,670.04,3261.26,17072.34,101647.21,824.87,122.37,26790.7,,26638,172.29,16662.94
2013-06-18 00:00:00,6121.01,-,3431.74,17543.473975,2350.74,518168.104,114751,13337.89,19081.43,7583.57,2817.84,1958.4,888.57,679.14,3430.76,19547.75,48.81,611.22,3088.99,16245.58,99426.54,793.11,112.43,24208.9,,24251.14,159.86,16088.53
2013-07-19 00:00:00,6037.22,-,3428.96,10898.292859,2323.35,472288.232,93908,13184.63,19367.67,7015.37,2802.48,1941.48,827.32,657.43,3243.68,18011.36,52.78,578.71,3061.44,15386.33,95686.68,728.83,112.13,24581.99,,23858.35,157.94,15188.25
2013-08-20 00:00:00,5834.04,-,3261.33,13886.323206,2402.88,612914.41,91461,12599.57,20351.9,6701.2,2691.4,1715.15,761.53,649.85,3155.87,16766.49,49.85,528.68,2884.24,14653.87,95212.66,682.38,112.11,22198.67,,21672.35,155.61,14198.04
2013-09-21 00:00:00,5803.32,-,3214.37,12334.783161,2390.16,835374.163,118529,12625.99,19048.79,6486.69,2647.74,1756.2,744.84,676.41,3176.61,18309.19,60.89,548.73,2824.75,14791.66,96977.23,698.11,109.74,22624.83,,21512.23,156.53,14763.7
2013-10-22 00:00:00,5954.62,-,3282.07,17624.551844,2476.3,1160887.506,152472,12877.19,19457.13,6750.38,2855.56,1804.25,785.72,691.91,3251.66,18795.11,59.88,570.82,2936.71,14966.8,100055.34,734.58,118.98,23904.7,,20778.68,161.18,14039.85
2013-11-23 00:00:00,5775.09,-,3174.63,12626.868679,2402.71,1004593.055,101443,12589.9,18950.01,6303.29,2730.88,1726.23,734.32,697.95,3179.31,17814.42,69.46,540.65,2821.11,14582.54,91552.18,710.54,126.77,22027.32,,19104.46,161.28,12799.12
2013-12-24 00:00:00,5912.78,-,3263.87,12826.414058,2459.9,760423.243,75387,12926.79,20385.1,6277.53,2799.3,1759.47,794.29,679.71,3183.92,17830.06,79.03,566.48,2857.63,14954.79,88625.46,724,126.41,21727.49,,19068.69,156.64,13351.57
2014-01-25 00:00:00,6248.08,-,3443.25,22263.158168,2608.27,1397631.813,177056,14055.57,21742.19,6357.09,2905.27,1858.67,824.3,807.58,3212.16,17979.51,86.94,604.84,3074.74,15374.1,89409.76,755.67,142.15,22483.84,,19602.26,157.45,13848.41
2014-02-25 00:00:00,5940.31,-,3223.66,17900.634331,2480.83,869477.709,91147,13342.47,19582.75,5830.21,2753.7,1751.59,769.45,772.78,3155.69,17628.88,88.71,575.72,2903.89,15386.49,83587.67,719.68,140.12,21052.25,,18490.19,173.2,13463.93
2014-03-25 00:00:00,5968.31,-,3279.92,12476.13493,2498,422858.098,79012,13288.16,19273.09,5900.7,2734.13,1780.14,728.81,820.92,3152.02,17039.29,81.02,578.52,2843.4,14898.25,96882.1,717.12,139.67,21209.67,,18600.84,175.01,13664.47
2014-04-25 00:00:00,6223.67,-,3418.19,21007.320954,2606.26,614853.604,102601,13896.03,19953.49,6268.51,2894.18,1868.55,793.72,831.19,3243.25,17395.15,82.69,618.72,3074.44,14850.46,100134.83,737.95,151.2,22325.3,,19240.79,181.98,14007.28
2014-05-25 00:00:00,6263.46,-,3454.61,23566.334202,2623.33,1338508.821,116771,14008.43,19433.67,6150.81,2862.94,1872.02,786.77,795.56,3354.31,17431.13,81.58,617.24,3154.73,14970.99,108095.89,738.64,151.48,22868.28,,19188.18,187.24,13936.27
2014-06-25 00:00:00,6378.62,-,3534.43,18527.771356,2673.02,1105794.476,127421,14675.06,19823.1,6341.71,3019.38,1849.87,832.41,772.94,3339.17,17574.1,81.47,654.8,3269.39,15262.95,115410.81,757.8,139.78,22137.52,,19533.87,192.5,13991.49
2014-07-25 00:00:00,6813.9,-,3772.51,34316.512592,2856.87,1911800.728,223593,15527.75,21688.11,7064.58,3124.33,1999.4,880.14,793.54,3458.81,19067.92,89.93,689.41,3508.94,18246.11,119395.56,815.55,145.63,23997.57,,21072.52,207.55,14980.71
