LIST OF QUOTED SECURITIES AND ISSUED QUANTITY AS AT 31ST DECEMBER 2005,,,,,
SECURITY ID,NAME,ISSUED QUANTITY,SECURITY ID,COMPANY NAME,ISIN CODE
AAIC-N-0000,ASIAN ALLIANCE INSURANCE COMPANY LTD.,25000000,AAIC-N-0000,ASIAN ALLIANCE INSURANCE COMPANY LTD.,LK0314N00001
ABAN-N-0000,ABANS ELECTRICALS LIMITED,2129400,AAIC-R-0000,ASIAN ALLIANCE INSURANCE COMPANY LTD.,LK0314R00002
ACAP-N-0000,ASIA CAPITAL LTD,110000000,ABAN-B-0000,ABANS ELECTRICALS LIMITED,LK0001B00009
ACEP-D-0049,ACE POWER GENERATION MATARA LIMITED,265000,ABAN-N-0000,ABANS ELECTRICALS LIMITED,LK0001N00004
ACEP-D-0050,ACE POWER GENERATION MATARA LIMITED,450000,ABAN-R-0000,ABANS ELECTRICALS LIMITED,LK0001R00005
ACEP-D-0051,ACE POWER GENERATION MATARA LIMITED,535000,ACAP-B-0000,ASIA CAPITAL LTD,LK0224B00007
ACEP-D-0052,ACE POWER GENERATION MATARA LIMITED,540000,ACAP-N-0000,ASIA CAPITAL LTD,LK0224N00002
ACL-N-0000,ACL CABLES LIMITED,14973420,ACEP-D-0049,ACE POWER GENERATION MATARA LIMITED,LK0322D00492
ACME-N-0000,ACME PRINTING & PACKAGING LTD,8944320,ACEP-D-0050,ACE POWER GENERATION MATARA LIMITED,LK0322D00500
AEC-N-0000,ASSOCIATED ELECTRICAL CORPORATION LTD,2896128,ACEP-D-0051,ACE POWER GENERATION MATARA LIMITED,LK0322D00518
AGAL-N-0000,AGALAWATTE  PLANTATIONS  LIMITED,25000000,ACEP-D-0052,ACE POWER GENERATION MATARA LIMITED,LK0322D00526
AHCL-N-0000,ASSOCIATED  HOTELS  CO. LTD,9106650,ACEP-N-0000,ACE POWER GENERATION MATARA LIMITED,LK0322N00004
AHPL-N-0000,ASIAN HOTELS AND PROPERTIES LTD,221387650,ACL -B-0000,ACL CABLES LIMITED,LK0011B00008
AHUN-N-0000,AITKEN SPENCE HOTEL HOLDINGS LIMITED,38433144,ACL -N-0000,ACL CABLES LIMITED,LK0011N00003
ALLI-N-0000,ALLIANCE FINANCE COMPANY LIMITED,1620000,ACME-N-0000,ACME PRINTING & PACKAGING LTD,LK0002N00002
ALUF-N-0000,ALUFAB LIMITED,4019400,ACME-R-0000,ACME PRINTING & PACKAGING LTD,LK0002R00003
AMSL-N-0000,ASIRI MEDICAL SERVICES LIMITED,352304980,AEC -B-0000,ASSOCIATED ELECTRICAL CORPORATION LIMITED,LK0012B00006
AMW-N-0000,ASSOCIATED MOTORWAYS LIMITED,8242369,AEC -N-0000,ASSOCIATED ELECTRICAL CORPORATION LIMITED,LK0012N00001
APDL-N-0000,ASSOCIATED PROPERTY DEVELOPMENT LIMITED,3158314,AGAL-N-0000,AGALAWATTE  PLANTATIONS  LIMITED,LK0248N00001
APLA-N-0000,ACL PLASTICS LTD,4212500,AHCL-N-0000,ASSOCIATED  HOTELS  CO. LTD,LK0289N00005
ARPI-N-0000,ARPICO FINANCE COMPANY LIMITED,1575000,AHCL-R-0000,ASSOCIATED  HOTELS  CO. LTD,LK0289R00006
ASCO-N-0000,ASIAN COTTON MILLS LIMITED,7985505,AHPL-N-0000,ASIAN HOTELS AND PROPERTIES LTD,LK0341N00004
ASHA-N-0000,ASHA CENTRAL HOSPITALS LIMITED,22333957,AHUN-B-0000,AITKEN SPENCE HOTEL HOLDINGS LIMITED,LK0003B00005
ASHO-N-0000,LANKA ASHOK LEYLAND LIMITED,3620843,AHUN-N-0000,AITKEN SPENCE HOTEL HOLDINGS LIMITED,LK0003N00000
ASIR-N-0000,ASIRI HOSPITALS LIMITED,47427362,AHUN-R-0000,AITKEN SPENCE HOTEL HOLDINGS LIMITED,LK0003R00001
ASPH-N-0000,INDUSTRIAL ASPHALTS (CEYLON) LIMITED,666562,ALLI-B-0000,ALLIANCE FINANCE COMPANY LIMITED,LK0005B00000
AUTO-N-0000,AUTODROME LIMITED,120000,ALLI-N-0000,ALLIANCE FINANCE COMPANY LIMITED,LK0005N00005
BALA-N-0000,BALANGODA  PLANTATIONS  LTD,23636363,ALUF-N-0000,ALUFAB LIMITED,LK0006N00003
BBH-N-0000,BROWNS BEACH HOTELS LTD,9600000,ALUF-R-0000,ALUFAB LIMITED,LK0006R00004
BFL-N-0000,BAIRAHA FARMS LTD,16000000,AMSL-N-0000,ASIRI MEDICAL SERVICES LIMITED,LK0344N00008
BHR-N-0000,RIVERINA HOTELS LIMITED.,14181699,AMW -B-0000,ASSOCIATED MOTORWAYS LIMITED,LK0013B00004
BINN-N-0000,BERUWELA WALK INN LIMITED,900000,AMW -N-0000,ASSOCIATED MOTORWAYS LIMITED,LK0013N00009
BLUE-N-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE LTD.,59033947,AMW -R-0000,ASSOCIATED MOTORWAYS LIMITED,LK0013R00000
BLUE-X-0000,BLUE DIAMONDS JEWELLERY WORLDWIDE LTD.,72144823,APDL-N-0000,ASSOCIATED PROPERTY DEVELOPMENT LIMITED,LK0174N00009
BOGA-N-0000,BOGALA GRAPHITE LANKA LTD,39729000,APLA-N-0000,ACL PLASTICS LTD,LK0238N00002
BOPL-N-0000,BOGAWANTALAWA TEA ESTATES LIMITED,33500000,ARPI-B-0000,ARPICO FINANCE COMPANY LIMITED,LK0007B00006
BREW-N-0000,CEYLON BREWERY LIMITED,20988090,ARPI-N-0000,ARPICO FINANCE COMPANY LIMITED,LK0007N00001
BRWN-N-0000,BROWN & COMPANY LIMITED,2625000,ASCO-N-0000,ASIAN COTTON MILLS LIMITED,LK0008N00009
BUKI-N-0000,BUKIT DARAH COMPANY LIMITED,10000000,ASCO-R-0000,ASIAN COTTON MILLS LIMITED,LK0008R00000
CABO-N-0000,CARGO BOAT DEVELOPMENT COMPANY LIMITED,6800024,ASHA-N-0000,ASHA CENTRAL HOSPITALS LIMITED,LK0320N00008
CARE-N-0000,PRINTCARE (CEYLON) LTD,17193334,ASHO-B-0000,LANKA ASHOK LEYLAND LIMITED,LK0109B00000
CARG-N-0000,CARGILLS (CEYLON) LIMITED,5600000,ASHO-N-0000,LANKA ASHOK LEYLAND LIMITED,LK0109N00005
CARS-N-0000,CARSON CUMBERBATCH & COMPANY LIMITED,6112260,ASHO-R-0000,LANKA ASHOK LEYLAND LIMITED,LK0109R00006
CCS-N-0000,CEYLON COLD STORES LIMITED,21600000,ASIR-B-0000,ASIRI HOSPITALS LIMITED,LK0010B00000
CDIC-N-0000,CAPITAL DEVELOPMENT AND INVESTMENT COMPANY,43855007,ASIR-N-0000,ASIRI HOSPITALS LIMITED,LK0010N00005
CERA-N-0000,LANKA CERAMIC LTD,30000000,ASIR-R-0000,ASIRI HOSPITALS LIMITED,LK0010R00006
CFI-N-0000,COLOMBO FORT INVESTMENTS LIMITED,5000000,ASPH-B-0000,INDUSTRIAL ASPHALTS (CEYLON) LIMITED,LK0089B00004
CFIN-N-0000,CENTRAL FINANCE COMPANY LIMITED,20300000,ASPH-N-0000,INDUSTRIAL ASPHALTS (CEYLON) LIMITED,LK0089N00009
CFLB-N-0000,COLOMBO FORT LAND & BUILDING COMPANY LIMITED,36000000,AUTO-B-0000,AUTODROME LIMITED,LK0015B00009
CFT-N-0000,CEYLON & FOREIGN TRADES LIMITED,1401960,AUTO-N-0000,AUTODROME LIMITED,LK0015N00004
